80002,2016-11-04 09,64,102,26.0
80002,2016-11-04 10,74,121,16.0
80002,2016-11-04 11,80,134,12.0
80002,2016-11-04 12,81,135,20.0
80002,2016-11-04 13,84,140,26.0
80002,2016-11-04 14,76,134,29.0
80002,2016-11-04 15,64,119,24.0
80002,2016-11-04 16,58,112,27.0
80002,2016-11-04 17,58,108,50.0
80002,2016-11-04 18,62,105,75.0
80002,2016-11-04 19,79,124,105.0
80002,2016-11-04 20,80,122,130.0
80002,2016-11-04 21,56,94,77.0
80002,2016-11-04 22,59,96,80.0
80002,2016-11-04 23,57,95,93.0
80002,2016-11-05 00,51,92,70.0
80002,2016-11-05 01,52,93,65.0
80002,2016-11-05 02,53,96,65.0
80002,2016-11-05 03,57,107,75.0
80002,2016-11-05 04,61,116,97.0
80002,2016-11-05 05,57,115,79.0
80002,2016-11-05 06,62,127,80.0
80002,2016-11-05 07,68,135,86.0
80002,2016-11-05 08,74,131,86.0
80002,2016-11-05 09,77,134,56.0
80002,2016-11-05 10,88,154,32.0
80002,2016-11-05 11,103,181,37.0
80002,2016-11-05 12,109,191,40.0
80002,2016-11-05 13,114,205,44.0
80002,2016-11-05 14,116,198,46.0
80002,2016-11-05 15,119,202,54.0
80002,2016-11-05 16,117,195,68.0
80002,2016-11-05 17,103,169,102.0
80002,2016-11-05 18,95,163,146.0
80002,2016-11-05 19,94,170,190.0
80002,2016-11-05 20,97,175,201.0
80002,2016-11-05 21,103,183,214.0
80002,2016-11-05 22,107,192,192.0
80002,2016-11-05 23,130,238,139.0
80002,2016-11-06 00,123,222,134.0
80002,2016-11-06 01,118,202,102.0
80002,2016-11-06 02,140,228,89.0
80002,2016-11-06 03,158,252,86.0
80002,2016-11-06 04,177,276,80.0
80002,2016-11-06 05,197,309,79.0
80002,2016-11-06 06,199,308,74.0
80002,2016-11-06 07,187,282,78.0
80002,2016-11-06 08,171,254,76.0
80002,2016-11-06 09,149,225,71.0
80002,2016-11-06 10,146,216,66.0
80002,2016-11-06 11,168,241,63.0
80002,2016-11-06 12,172,243,60.0
80002,2016-11-06 13,187,259,59.0
80002,2016-11-06 14,181,246,58.0
80002,2016-11-06 15,166,225,57.0
80002,2016-11-06 16,149,200,63.0
80002,2016-11-06 17,142,190,75.0
80002,2016-11-06 18,135,177,77.0
80002,2016-11-06 19,135,173,69.0
80002,2016-11-06 20,122,159,77.0
80002,2016-11-06 21,118,159,82.0
80002,2016-11-06 22,122,161,83.0
80002,2016-11-06 23,125,165,82.0
80002,2016-11-07 00,115,153,78.0
80002,2016-11-07 01,113,152,78.0
80002,2016-11-07 02,117,159,76.0
80002,2016-11-07 03,116,158,79.0
80002,2016-11-07 04,106,147,71.0
80002,2016-11-07 05,110,155,74.0
80002,2016-11-07 06,108,154,82.0
80002,2016-11-07 07,108,164,76.0
80002,2016-11-07 08,96,161,63.0
80002,2016-11-07 09,86,152,65.0
80002,2016-11-07 10,75,136,66.0
80002,2016-11-07 11,72,136,61.0
80002,2016-11-07 12,71,140,57.0
80002,2016-11-07 13,56,111,53.0
80002,2016-11-07 14,56,105,44.0
80002,2016-11-07 15,62,109,44.0
80002,2016-11-07 16,56,86,38.0
80002,2016-11-07 17,52,78,42.0
80002,2016-11-07 18,52,78,42.0
80002,2016-11-07 19,51,71,34.0
80002,2016-11-07 20,56,78,33.0
80002,2016-11-07 21,61,86,35.0
80002,2016-11-07 22,67,91,34.0
80002,2016-11-07 23,68,96,39.0
80002,2016-11-08 00,66,89,35.0
80002,2016-11-08 01,70,89,33.0
80002,2016-11-08 02,74,94,37.0
80002,2016-11-08 03,75,100,46.0
80002,2016-11-08 04,79,113,55.0
80002,2016-11-08 05,79,113,55.0
80002,2016-11-08 06,80,110,58.0
80002,2016-11-08 07,82,113,93.0
80002,2016-11-08 08,101,129,82.0
80002,2016-11-08 09,100,126,44.0
80002,2016-11-08 10,75,94,6.0
80002,2016-11-08 11,76,92,13.0
80002,2016-11-08 12,81,97,18.0
80002,2016-11-08 13,60,79,15.0
80002,2016-11-08 14,45,67,11.0
80002,2016-11-08 15,50,76,12.0
80002,2016-11-08 16,56,89,21.0
80002,2016-11-08 17,57,93,48.0
80002,2016-11-08 18,61,92,81.0
80002,2016-11-08 19,85,114,54.0
80002,2016-11-08 20,91,105,62.0
80002,2016-11-08 21,85,104,72.0
80002,2016-11-08 22,82,126,54.0
80002,2016-11-08 23,78,134,48.0
80002,2016-11-09 00,79,127,52.0
80002,2016-11-09 01,75,104,66.0
80002,2016-11-09 02,63,76,79.0
80002,2016-11-09 03,69,80,103.0
80002,2016-11-09 04,70,80,97.0
80002,2016-11-09 05,68,80,78.0
80002,2016-11-09 06,71,80,78.0
80002,2016-11-09 07,82,100,83.0
80002,2016-11-09 08,95,112,90.0
80002,2016-11-09 09,84,127,69.0
80002,2016-11-09 10,60,89,42.0
80002,2016-11-09 11,42,75,20.0
80002,2016-11-09 12,24,51,13.0
80002,2016-11-09 13,18,38,14.0
80002,2016-11-09 14,18,40,12.0
80002,2016-11-09 15,18,39,17.0
80002,2016-11-09 16,17,37,23.0
80002,2016-11-09 17,25,60,27.0
80002,2016-11-09 18,35,80,39.0
80002,2016-11-09 19,46,80,56.0
80002,2016-11-09 20,45,75,56.0
80002,2016-11-09 21,36,72,33.0
80002,2016-11-09 22,43,76,37.0
80002,2016-11-09 23,39,70,66.0
80002,2016-11-10 00,36,73,68.0
80002,2016-11-10 01,35,73,42.0
80002,2016-11-10 02,35,72,35.0
80002,2016-11-10 03,32,70,40.0
80002,2016-11-10 04,30,64,48.0
80002,2016-11-10 05,31,67,40.0
80002,2016-11-10 06,32,56,34.0
80002,2016-11-10 07,35,52,36.0
80002,2016-11-10 08,51,70,43.0
80002,2016-11-10 09,67,81,35.0
80002,2016-11-10 10,73,89,22.0
80002,2016-11-10 11,65,84,16.0
80002,2016-11-10 12,63,85,16.0
80002,2016-11-10 13,61,84,20.0
80002,2016-11-10 14,61,88,21.0
80002,2016-11-10 15,62,88,26.0
80002,2016-11-10 16,64,88,34.0
80002,2016-11-10 17,69,95,49.0
80002,2016-11-10 18,65,89,60.0
80002,2016-11-10 19,61,85,53.0
80002,2016-11-10 20,57,78,44.0
80002,2016-11-10 21,55,76,47.0
80002,2016-11-10 22,57,85,51.0
80002,2016-11-10 23,52,77,53.0
80002,2016-11-11 00,50,75,52.0
80002,2016-11-11 01,47,76,50.0
80002,2016-11-11 02,45,80,47.0
80002,2016-11-11 03,46,87,61.0
80002,2016-11-11 04,44,87,71.0
80002,2016-11-11 05,42,79,72.0
80002,2016-11-11 06,39,76,74.0
80002,2016-11-11 07,40,73,66.0
80002,2016-11-11 08,39,68,54.0
80002,2016-11-11 09,42,68,34.0
80002,2016-11-11 10,46,76,22.0
80002,2016-11-11 11,48,84,21.0
80002,2016-11-11 12,44,83,23.0
80002,2016-11-11 13,46,87,26.0
80002,2016-11-11 14,44,89,25.0
80002,2016-11-11 15,44,88,28.0
80002,2016-11-11 16,41,85,34.0
80002,2016-11-11 17,36,73,37.0
80002,2016-11-11 18,33,65,42.0
80002,2016-11-11 19,35,69,42.0
80002,2016-11-11 20,35,68,43.0
80002,2016-11-11 21,37,70,46.0
80002,2016-11-11 22,35,61,44.0
80002,2016-11-11 23,34,59,51.0
80002,2016-11-12 00,39,63,58.0
80002,2016-11-12 01,54,80,67.0
80002,2016-11-12 02,49,75,74.0
80002,2016-11-12 03,48,74,82.0
80002,2016-11-12 04,48,75,87.0
80002,2016-11-12 05,43,68,92.0
80002,2016-11-12 06,68,107,104.0
80002,2016-11-12 07,73,116,130.0
80002,2016-11-12 08,56,95,140.0
80002,2016-11-12 09,76,131,87.0
80002,2016-11-12 10,81,136,63.0
80002,2016-11-12 11,83,145,55.0
80002,2016-11-12 12,84,145,57.0
80002,2016-11-12 13,83,144,58.0
80002,2016-11-12 14,92,157,63.0
80002,2016-11-12 15,96,158,65.0
80002,2016-11-12 16,96,159,72.0
80002,2016-11-12 17,94,151,118.0
80002,2016-11-12 18,101,160,132.0
80002,2016-11-12 19,122,194,136.0
80002,2016-11-12 20,127,209,124.0
80002,2016-11-12 21,126,213,131.0
80002,2016-11-12 22,131,222,152.0
80002,2016-11-12 23,126,216,145.0
80002,2016-11-13 00,135,229,155.0
80002,2016-11-13 01,137,239,172.0
80002,2016-11-13 02,148,268,220.0
80002,2016-11-13 03,154,273,214.0
80002,2016-11-13 04,158,279,217.0
80002,2016-11-13 05,137,248,201.0
80002,2016-11-13 06,121,212,184.0
80002,2016-11-13 07,115,189,181.0
80002,2016-11-13 08,120,187,159.0
80002,2016-11-13 09,154,237,135.0
80002,2016-11-13 10,112,180,89.0
80002,2016-11-13 11,87,146,67.0
80002,2016-11-13 12,89,155,57.0
80002,2016-11-13 13,88,156,50.0
80002,2016-11-13 14,75,141,41.0
80002,2016-11-13 15,106,179,50.0
80002,2016-11-13 16,140,223,70.0
80002,2016-11-13 17,158,240,91.0
80002,2016-11-13 18,133,200,86.0
80002,2016-11-13 19,135,201,93.0
80002,2016-11-13 20,145,218,102.0
80002,2016-11-13 21,187,285,112.0
80002,2016-11-13 22,168,250,129.0
80002,2016-11-13 23,170,258,131.0
80002,2016-11-14 00,169,265,125.0
80002,2016-11-14 01,167,268,126.0
80002,2016-11-14 02,148,236,115.0
80002,2016-11-14 03,142,223,108.0
80002,2016-11-14 04,141,223,112.0
80002,2016-11-14 05,138,226,128.0
80002,2016-11-14 06,134,223,127.0
80002,2016-11-14 07,144,244,169.0
80002,2016-11-14 08,159,260,201.0
80002,2016-11-14 09,191,296,197.0
80002,2016-11-14 10,241,368,124.0
80002,2016-11-14 11,211,323,90.0
80002,2016-11-14 12,174,273,70.0
80002,2016-11-14 13,147,238,60.0
80002,2016-11-14 14,138,223,59.0
80002,2016-11-14 15,160,249,62.0
80002,2016-11-14 16,185,272,76.0
80002,2016-11-14 17,159,227,86.0
80002,2016-11-14 18,120,166,81.0
80002,2016-11-14 19,78,108,73.0
80002,2016-11-14 20,63,84,61.0
80002,2016-11-14 21,90,113,69.0
80002,2016-11-14 22,99,123,76.0
80002,2016-11-14 23,82,99,75.0
80002,2016-11-15 00,73,88,71.0
80002,2016-11-15 01,40,64,62.0
80002,2016-11-15 02,22,46,54.0
80002,2016-11-15 03,17,33,52.0
80002,2016-11-15 04,17,37,64.0
80002,2016-11-15 05,22,55,62.0
80002,2016-11-15 06,29,71,78.0
80002,2016-11-15 07,36,75,111.0
80002,2016-11-15 08,42,71,120.0
80002,2016-11-15 09,63,84,81.0
80002,2016-11-15 10,61,84,47.0
80002,2016-11-15 11,28,54,29.0
80002,2016-11-15 12,22,46,25.0
80002,2016-11-15 13,30,56,31.0
80002,2016-11-15 14,21,48,28.0
80002,2016-11-15 15,21,48,29.0
80002,2016-11-15 16,25,46,39.0
80002,2016-11-15 17,33,50,57.0
80002,2016-11-15 18,48,60,72.0
80002,2016-11-15 19,55,68,85.0
80002,2016-11-15 20,41,54,65.0
80002,2016-11-15 21,48,59,70.0
80002,2016-11-15 22,47,59,68.0
80002,2016-11-15 23,31,43,63.0
80002,2016-11-16 00,22,31,51.0
80002,2016-11-16 01,20,28,46.0
80002,2016-11-16 02,20,28,47.0
80002,2016-11-16 03,19,28,48.0
80002,2016-11-16 04,20,28,56.0
80002,2016-11-16 05,19,26,55.0
80002,2016-11-16 06,16,24,54.0
80002,2016-11-16 07,18,25,53.0
80002,2016-11-16 08,20,31,49.0
80002,2016-11-16 09,22,36,43.0
80002,2016-11-16 10,27,46,41.0
80002,2016-11-16 11,37,63,42.0
80002,2016-11-16 12,45,73,53.0
80002,2016-11-16 13,31,61,44.0
80002,2016-11-16 14,26,59,37.0
80002,2016-11-16 15,32,67,45.0
80002,2016-11-16 16,35,67,57.0
80002,2016-11-16 17,49,80,78.0
80002,2016-11-16 18,62,95,94.0
80002,2016-11-16 19,54,91,110.0
80002,2016-11-16 20,59,94,122.0
80002,2016-11-16 21,70,108,110.0
80002,2016-11-16 22,64,100,100.0
80002,2016-11-16 23,62,99,106.0
80002,2016-11-17 00,61,98,135.0
80002,2016-11-17 01,55,89,119.0
80002,2016-11-17 02,49,81,109.0
80002,2016-11-17 03,47,76,102.0
80002,2016-11-17 04,47,77,110.0
80002,2016-11-17 05,43,74,99.0
80002,2016-11-17 06,43,77,101.0
80002,2016-11-17 07,45,82,112.0
80002,2016-11-17 08,55,96,115.0
80002,2016-11-17 09,68,126,113.0
80002,2016-11-17 10,43,100,66.0
80002,2016-11-17 11,31,85,44.0
80002,2016-11-17 12,33,83,32.0
80002,2016-11-17 13,43,96,40.0
80002,2016-11-17 14,45,101,44.0
80002,2016-11-17 15,37,89,43.0
80002,2016-11-17 16,55,110,49.0
80002,2016-11-17 17,61,113,66.0
80002,2016-11-17 18,56,105,85.0
80002,2016-11-17 19,53,98,116.0
80002,2016-11-17 20,57,102,122.0
80002,2016-11-17 21,69,115,141.0
80002,2016-11-17 22,72,119,142.0
80002,2016-11-17 23,73,120,121.0
80002,2016-11-18 00,77,130,143.0
80002,2016-11-18 01,69,113,112.0
80002,2016-11-18 02,62,101,103.0
80002,2016-11-18 03,56,97,100.0
80002,2016-11-18 04,53,96,129.0
80002,2016-11-18 05,52,100,103.0
80002,2016-11-18 06,57,112,98.0
80002,2016-11-18 07,56,110,101.0
80002,2016-11-18 08,65,126,103.0
80002,2016-11-18 09,69,135,103.0
80002,2016-11-18 10,72,134,99.0
80002,2016-11-18 11,59,108,77.0
80002,2016-11-18 12,60,111,69.0
80002,2016-11-18 13,72,128,70.0
80002,2016-11-18 14,73,131,71.0
80002,2016-11-18 15,73,135,69.0
80002,2016-11-18 16,74,139,69.0
80002,2016-11-18 17,84,172,77.0
80002,2016-11-18 18,89,189,80.0
80002,2016-11-18 19,88,184,83.0
80002,2016-11-18 20,90,189,88.0
80002,2016-11-18 21,89,185,88.0
80002,2016-11-18 22,91,201,87.0
80002,2016-11-18 23,98,225,91.0
80002,2016-11-19 00,102,221,86.0
80002,2016-11-19 01,107,242,82.0
80002,2016-11-19 02,107,248,84.0
80002,2016-11-19 03,107,252,91.0
80002,2016-11-19 04,109,258,100.0
80002,2016-11-19 05,84,185,75.0
80002,2016-11-19 06,78,159,75.0
80002,2016-11-19 07,72,149,76.0
80002,2016-11-19 08,81,160,78.0
80002,2016-11-19 09,91,168,76.0
80002,2016-11-19 10,91,163,75.0
80002,2016-11-19 11,71,137,67.0
80002,2016-11-19 12,62,132,68.0
80002,2016-11-19 13,72,140,71.0
80002,2016-11-19 14,79,150,69.0
80002,2016-11-19 15,90,176,73.0
80002,2016-11-19 16,99,193,91.0
80002,2016-11-19 17,103,208,103.0
80002,2016-11-19 18,99,206,93.0
80002,2016-11-19 19,95,186,95.0
80002,2016-11-19 20,96,177,95.0
80002,2016-11-19 21,92,156,95.0
80002,2016-11-19 22,88,153,105.0
80002,2016-11-19 23,88,153,108.0
80002,2016-11-20 00,90,158,109.0
80002,2016-11-20 01,90,154,113.0
80002,2016-11-20 02,91,159,116.0
80002,2016-11-20 03,92,156,114.0
80002,2016-11-20 04,73,125,109.0
80002,2016-11-20 05,65,115,92.0
80002,2016-11-20 06,63,112,95.0
80002,2016-11-20 07,62,112,101.0
80002,2016-11-20 08,58,106,84.0
80002,2016-11-20 09,59,105,73.0
80002,2016-11-20 10,48,88,56.0
80002,2016-11-20 11,36,70,49.0
80002,2016-11-20 12,29,63,44.0
80002,2016-11-20 13,40,77,47.0
80002,2016-11-20 14,30,68,46.0
80002,2016-11-20 15,24,62,41.0
80002,2016-11-20 16,29,63,46.0
80002,2016-11-20 17,39,73,51.0
80002,2016-11-20 18,34,68,54.0
80002,2016-11-20 19,33,66,62.0
80002,2016-11-20 20,34,69,59.0
80002,2016-11-20 21,39,75,63.0
80002,2016-11-20 22,52,87,66.0
80002,2016-11-20 23,32,65,58.0
80002,2016-11-21 00,18,46,44.0
80002,2016-11-21 01,18,45,38.0
80002,2016-11-21 02,16,51,40.0
80002,2016-11-21 03,17,60,46.0
80002,2016-11-21 04,18,56,59.0
80002,2016-11-21 05,22,63,46.0
80002,2016-11-21 06,31,81,48.0
80002,2016-11-21 07,32,79,59.0
80002,2016-11-21 08,38,92,51.0
80002,2016-11-21 09,30,92,48.0
80002,2016-11-21 10,30,89,50.0
80002,2016-11-21 11,31,66,59.0
80002,2016-11-21 12,25,50,51.0
80002,2016-11-21 13,12,36,50.0
80002,2016-11-21 14,13,38,43.0
80002,2016-11-21 15,15,47,41.0
80002,2016-11-21 16,21,61,43.0
80002,2016-11-21 17,23,55,43.0
80002,2016-11-21 18,12,26,37.0
80002,2016-11-21 19,10,16,31.0
80002,2016-11-21 20,9,16,23.0
80002,2016-11-21 21,12,24,21.0
80002,2016-11-21 22,14,22,21.0
80002,2016-11-21 23,13,19,18.0
80002,2016-11-22 00,17,22,21.0
80002,2016-11-22 01,20,43,24.0
80002,2016-11-22 02,14,24,19.0
80002,2016-11-22 03,9,30,12.0
80002,2016-11-22 04,10,24,13.0
80002,2016-11-22 05,9,17,12.0
80002,2016-11-22 06,8,18,13.0
80002,2016-11-22 07,12,23,21.0
80002,2016-11-22 08,13,27,24.0
80002,2016-11-22 09,13,27,25.0
80002,2016-11-22 10,15,30,27.0
80002,2016-11-22 11,14,29,31.0
80002,2016-11-22 12,9,21,29.0
80002,2016-11-22 13,7,16,26.0
80002,2016-11-22 14,7,16,26.0
80002,2016-11-22 15,6,16,25.0
80002,2016-11-22 16,6,16,24.0
80002,2016-11-22 17,7,17,24.0
80002,2016-11-22 18,10,24,25.0
80002,2016-11-22 19,8,20,23.0
80002,2016-11-22 20,7,17,25.0
80002,2016-11-22 21,7,18,25.0
80002,2016-11-22 22,8,20,27.0
80002,2016-11-22 23,9,23,27.0
80002,2016-11-23 00,9,23,29.0
80002,2016-11-23 01,9,24,30.0
80002,2016-11-23 02,10,25,33.0
80002,2016-11-23 03,10,26,33.0
80002,2016-11-23 04,11,28,36.0
80002,2016-11-23 05,11,29,39.0
80002,2016-11-23 06,13,32,45.0
80002,2016-11-23 07,17,44,55.0
80002,2016-11-23 08,17,43,57.0
80002,2016-11-23 09,19,47,66.0
80002,2016-11-23 10,17,37,73.0
80002,2016-11-23 11,15,33,79.0
80002,2016-11-23 12,12,23,60.0
80002,2016-11-23 13,11,22,53.0
80002,2016-11-23 14,11,20,47.0
80002,2016-11-23 15,8,17,40.0
80002,2016-11-23 16,15,31,44.0
80002,2016-11-23 17,21,46,53.0
80002,2016-11-23 18,19,44,52.0
80002,2016-11-23 19,22,52,55.0
80002,2016-11-23 20,27,69,54.0
80002,2016-11-23 21,30,74,56.0
80002,2016-11-23 22,36,83,55.0
80002,2016-11-23 23,32,80,56.0
80002,2016-11-24 00,42,95,61.0
80002,2016-11-24 01,62,133,114.0
80002,2016-11-24 02,66,142,120.0
80002,2016-11-24 03,60,126,117.0
80002,2016-11-24 04,52,96,122.0
80002,2016-11-24 05,58,91,132.0
80002,2016-11-24 06,62,79,153.0
80002,2016-11-24 07,79,99,185.0
80002,2016-11-24 08,102,112,178.0
80002,2016-11-24 09,102,118,162.0
80002,2016-11-24 10,68,87,160.0
80002,2016-11-24 11,70,90,116.0
80002,2016-11-24 12,42,57,80.0
80002,2016-11-24 13,38,52,68.0
80002,2016-11-24 14,40,52,78.0
80002,2016-11-24 15,33,44,73.0
80002,2016-11-24 16,40,54,64.0
80002,2016-11-24 17,41,57,58.0
80002,2016-11-24 18,45,66,55.0
80002,2016-11-24 19,52,85,57.0
80002,2016-11-24 20,53,82,58.0
80002,2016-11-24 21,52,80,55.0
80002,2016-11-24 22,60,99,54.0
80002,2016-11-24 23,79,133,66.0
80002,2016-11-25 00,76,121,66.0
80002,2016-11-25 01,72,115,69.0
80002,2016-11-25 02,71,118,80.0
80002,2016-11-25 03,64,113,84.0
80002,2016-11-25 04,61,102,82.0
80002,2016-11-25 05,62,104,79.0
80002,2016-11-25 06,66,113,90.0
80002,2016-11-25 07,85,112,126.0
80002,2016-11-25 08,115,134,124.0
80002,2016-11-25 09,102,123,118.0
80002,2016-11-25 10,70,99,128.0
80002,2016-11-25 11,52,76,112.0
80002,2016-11-25 12,59,78,84.0
80002,2016-11-25 13,52,73,74.0
80002,2016-11-25 14,56,79,68.0
80002,2016-11-25 15,56,77,68.0
80002,2016-11-25 16,53,73,71.0
80002,2016-11-25 17,64,80,77.0
80002,2016-11-25 18,78,97,95.0
80002,2016-11-25 19,89,109,99.0
80002,2016-11-25 20,121,140,139.0
80002,2016-11-25 21,119,156,129.0
80002,2016-11-25 22,72,90,98.0
80002,2016-11-25 23,79,97,82.0
80002,2016-11-26 00,81,99,78.0
80002,2016-11-26 01,91,113,76.0
80002,2016-11-26 02,88,109,71.0
80002,2016-11-26 03,91,116,73.0
80002,2016-11-26 04,79,103,75.0
80002,2016-11-26 05,63,80,62.0
80002,2016-11-26 06,90,116,65.0
80002,2016-11-26 07,89,118,76.0
80002,2016-11-26 08,99,135,87.0
80002,2016-11-26 09,102,148,97.0
80002,2016-11-26 10,108,163,125.0
80002,2016-11-26 11,117,180,124.0
80002,2016-11-26 12,128,192,96.0
80002,2016-11-26 13,135,202,99.0
80002,2016-11-26 14,137,203,99.0
80002,2016-11-26 15,119,182,89.0
80002,2016-11-26 16,130,194,85.0
80002,2016-11-26 17,181,264,108.0
80002,2016-11-26 18,202,280,138.0
80002,2016-11-26 19,196,264,149.0
80002,2016-11-26 20,201,266,155.0
80002,2016-11-26 21,182,244,144.0
80002,2016-11-26 22,166,229,121.0
80002,2016-11-26 23,169,234,113.0
80002,2016-11-27 00,168,237,117.0
80002,2016-11-27 01,164,234,124.0
80002,2016-11-27 02,149,223,121.0
80002,2016-11-27 03,140,216,125.0
80002,2016-11-27 04,134,213,131.0
80002,2016-11-27 05,131,212,135.0
80002,2016-11-27 06,125,208,142.0
80002,2016-11-27 07,131,216,153.0
80002,2016-11-27 08,150,233,188.0
80002,2016-11-27 09,189,276,224.0
80002,2016-11-27 10,154,238,232.0
80002,2016-11-27 11,142,225,162.0
80002,2016-11-27 12,113,182,95.0
80002,2016-11-27 13,121,187,90.0
80002,2016-11-27 14,96,160,81.0
80002,2016-11-27 15,104,167,80.0
80002,2016-11-27 16,90,150,78.0
80002,2016-11-27 17,69,118,70.0
80002,2016-11-27 18,71,114,71.0
80002,2016-11-27 19,88,124,76.0
80002,2016-11-27 20,107,137,84.0
80002,2016-11-27 21,108,135,91.0
80002,2016-11-27 22,92,115,93.0
80002,2016-11-27 23,65,82,81.0
80002,2016-11-28 00,54,69,78.0
80002,2016-11-28 01,45,55,71.0
80002,2016-11-28 02,36,49,61.0
80002,2016-11-28 03,39,56,61.0
80002,2016-11-28 04,42,70,67.0
80002,2016-11-28 05,51,73,79.0
80002,2016-11-28 06,54,66,90.0
80002,2016-11-28 07,61,84,118.0
80002,2016-11-28 08,70,84,139.0
80002,2016-11-28 09,66,94,153.0
80002,2016-11-28 10,76,119,174.0
80002,2016-11-28 11,64,110,126.0
80002,2016-11-28 12,50,94,81.0
80002,2016-11-28 13,46,95,71.0
80002,2016-11-28 14,51,97,68.0
80002,2016-11-28 15,59,103,71.0
80002,2016-11-28 16,72,119,81.0
80002,2016-11-28 17,84,129,88.0
80002,2016-11-28 18,91,131,104.0
80002,2016-11-28 19,90,119,102.0
80002,2016-11-28 20,115,143,118.0
80002,2016-11-28 21,167,197,157.0
80002,2016-11-28 22,156,185,136.0
80002,2016-11-28 23,125,163,120.0
80002,2016-11-29 00,123,157,125.0
80002,2016-11-29 01,123,160,125.0
80002,2016-11-29 02,142,182,136.0
80002,2016-11-29 03,147,186,126.0
80002,2016-11-29 04,141,183,131.0
80002,2016-11-29 05,149,198,147.0
80002,2016-11-29 06,140,182,147.0
80002,2016-11-29 07,123,164,148.0
80002,2016-11-29 08,117,163,155.0
80002,2016-11-29 09,94,144,137.0
80002,2016-11-29 10,77,132,118.0
80002,2016-11-29 11,65,121,100.0
80002,2016-11-29 12,62,117,82.0
80002,2016-11-29 13,55,108,74.0
80002,2016-11-29 14,54,109,67.0
80002,2016-11-29 15,55,112,67.0
80002,2016-11-29 16,56,112,72.0
80002,2016-11-29 17,69,124,87.0
80002,2016-11-29 18,51,106,77.0
80002,2016-11-29 19,58,117,81.0
80002,2016-11-29 20,87,142,100.0
80002,2016-11-29 21,97,151,101.0
80002,2016-11-29 22,98,153,94.0
80002,2016-11-29 23,90,153,105.0
80002,2016-11-30 00,78,135,95.0
80002,2016-11-30 01,95,157,100.0
80002,2016-11-30 02,89,147,96.0
80002,2016-11-30 03,80,131,115.0
80002,2016-11-30 04,74,123,110.0
80002,2016-11-30 05,77,125,116.0
80002,2016-11-30 06,74,119,119.0
80002,2016-11-30 07,70,120,122.0
80002,2016-11-30 08,68,114,116.0
80002,2016-11-30 09,75,133,114.0
80002,2016-11-30 10,100,176,120.0
80002,2016-11-30 11,121,208,110.0
80002,2016-11-30 12,142,235,90.0
