2019-02-15,-1¡æ,-11¡æ,10
2019-02-16,-2¡æ,-10¡æ,8
2019-02-17,-1¡æ,-9¡æ,8
2019-02-18,1¡æ,-8¡æ,9
2019-02-19,6¡æ,-9¡æ,15
2019-02-20,7¡æ,-7¡æ,14
2019-02-21,7¡æ,-3¡æ,10
2019-02-22,9¡æ,-2¡æ,11
2019-02-23,10¡æ,-3¡æ,13
2019-02-24,8¡æ,1¡æ,7
2019-02-25,7¡æ,-2¡æ,9
2019-02-26,7¡æ,-1¡æ,8
2019-02-27,9¡æ,-3¡æ,12
2019-02-28,8¡æ,-2¡æ,10
2019-03-01,10¡æ,-2¡æ,12
2019-03-02,10¡æ,-1¡æ,11
2019-03-03,13¡æ,0¡æ,13
2019-03-04,12¡æ,-1¡æ,13
2019-03-05,11¡æ,-1¡æ,12
2019-03-06,10¡æ,-3¡æ,13
2019-03-07,9¡æ,-1¡æ,10
2019-03-08,12¡æ,1¡æ,11
2019-03-09,14¡æ,0¡æ,14
2019-03-10,11¡æ,0¡æ,11
2019-03-11,12¡æ,-2¡æ,14
2019-03-12,9¡æ,-3¡æ,12
2019-03-13,12¡æ,-3¡æ,15
2019-03-14,13¡æ,-2¡æ,15
2019-03-15,14¡æ,-2¡æ,16
2019-03-16,16¡æ,1¡æ,15
2019-03-17,15¡æ,1¡æ,14
2019-03-18,20¡æ,2¡æ,18
2019-03-19,16¡æ,3¡æ,13
2019-03-20,10¡æ,1¡æ,9
2019-03-21,7¡æ,-4¡æ,11
2019-03-22,10¡æ,-2¡æ,12
2019-03-23,12¡æ,-3¡æ,15
2019-03-24,15¡æ,0¡æ,15
2019-03-25,18¡æ,-2¡æ,20
2019-03-26,21¡æ,2¡æ,19
2019-03-27,19¡æ,4¡æ,15
2019-03-28,15¡æ,6¡æ,9
2019-03-29,14¡æ,2¡æ,12
2019-03-30,10¡æ,-2¡æ,12
2019-03-31,14¡æ,-2¡æ,16
2019-04-01,18¡æ,0¡æ,18
2019-04-02,18¡æ,3¡æ,15
2019-04-03,21¡æ,6¡æ,15
2019-04-04,24¡æ,8¡æ,16
2019-04-05,26¡æ,7¡æ,19
2019-04-06,25¡æ,9¡æ,16
2019-04-07,25¡æ,9¡æ,16
2019-04-08,21¡æ,9¡æ,12
2019-04-09,17¡æ,4¡æ,13
2019-04-10,15¡æ,6¡æ,9
2019-04-11,15¡æ,2¡æ,13
2019-04-12,21¡æ,5¡æ,16
2019-04-13,17¡æ,10¡æ,7
2019-04-14,18¡æ,3¡æ,15
2019-04-15,20¡æ,8¡æ,12
2019-04-16,29¡æ,8¡æ,21
2019-04-17,33¡æ,13¡æ,20
2019-04-18,27¡æ,13¡æ,14
2019-04-19,29¡æ,18¡æ,11
2019-04-20,25¡æ,16¡æ,9
2019-04-21,28¡æ,10¡æ,18
2019-04-22,29¡æ,12¡æ,17
2019-04-23,30¡æ,13¡æ,17
2019-04-24,24¡æ,16¡æ,8
2019-04-25,27¡æ,13¡æ,14
2019-04-26,21¡æ,11¡æ,10
2019-04-27,19¡æ,11¡æ,8
2019-04-28,23¡æ,10¡æ,13
2019-04-29,20¡æ,10¡æ,10
2019-04-30,20¡æ,6¡æ,14
2019-05-01,22¡æ,7¡æ,15
2019-05-02,25¡æ,8¡æ,17
2019-05-03,22¡æ,11¡æ,11
2019-05-04,28¡æ,12¡æ,16
2019-05-05,20¡æ,9¡æ,11
2019-05-06,16¡æ,10¡æ,6
2019-05-07,14¡æ,9¡æ,5
2019-05-08,16¡æ,7¡æ,9
2019-05-09,18¡æ,6¡æ,12
2019-05-10,23¡æ,10¡æ,13
2019-05-11,26¡æ,10¡æ,16
2019-05-12,18¡æ,6¡æ,12
2019-05-13,24¡æ,4¡æ,20
2019-05-14,26¡æ,11¡æ,15
2019-05-15,25¡æ,14¡æ,11
2019-05-16,28¡æ,12¡æ,16
2019-05-17,32¡æ,13¡æ,19
2019-05-18,25¡æ,15¡æ,10
2019-05-19,17¡æ,9¡æ,8
2019-05-20,21¡æ,4¡æ,17
2019-05-21,27¡æ,8¡æ,19
2019-05-22,30¡æ,10¡æ,20
2019-05-23,30¡æ,15¡æ,15
2019-05-24,33¡æ,16¡æ,17
2019-05-25,27¡æ,18¡æ,9
2019-05-26,21¡æ,14¡æ,7
2019-05-27,20¡æ,11¡æ,9
2019-05-28,24¡æ,10¡æ,14
2019-05-29,25¡æ,12¡æ,13
2019-05-30,26¡æ,15¡æ,11
2019-05-31,24¡æ,12¡æ,12
2019-06-01,30¡æ,13¡æ,17
2019-06-02,31¡æ,16¡æ,15
2019-06-03,33¡æ,17¡æ,16
2019-06-04,28¡æ,17¡æ,11
2019-06-05,29¡æ,15¡æ,14
2019-06-06,33¡æ,16¡æ,17
2019-06-07,25¡æ,15¡æ,10
2019-06-08,31¡æ,15¡æ,16
2019-06-09,32¡æ,18¡æ,14
2019-06-10,32¡æ,19¡æ,13
2019-06-11,32¡æ,20¡æ,12
2019-06-12,26¡æ,18¡æ,8
2019-06-13,30¡æ,16¡æ,14
2019-06-14,30¡æ,19¡æ,11
2019-06-15,24¡æ,16¡æ,8
2019-06-16,30¡æ,15¡æ,15
2019-06-17,33¡æ,20¡æ,13
2019-06-18,32¡æ,21¡æ,11
2019-06-19,26¡æ,22¡æ,4
2019-06-20,26¡æ,18¡æ,8
2019-06-21,26¡æ,18¡æ,8
2019-06-22,25¡æ,18¡æ,7
2019-06-23,25¡æ,18¡æ,7
2019-06-24,29¡æ,19¡æ,10
2019-06-25,29¡æ,21¡æ,8
2019-06-26,22¡æ,15¡æ,7
2019-06-27,23¡æ,16¡æ,7
2019-06-28,29¡æ,17¡æ,12
2019-06-29,29¡æ,17¡æ,12
2019-06-30,29¡æ,17¡æ,12
2019-07-01,31¡æ,17¡æ,14
2019-07-02,33¡æ,21¡æ,12
2019-07-03,34¡æ,21¡æ,13
2019-07-04,34¡æ,21¡æ,13
2019-07-05,29¡æ,21¡æ,8
2019-07-06,29¡æ,17¡æ,12
2019-07-07,29¡æ,17¡æ,12
2019-07-08,22¡æ,16¡æ,6
2019-07-09,24¡æ,15¡æ,9
2019-07-10,28¡æ,17¡æ,11
2019-07-11,30¡æ,19¡æ,11
2019-07-12,31¡æ,20¡æ,11
2019-07-13,32¡æ,21¡æ,11
2019-07-14,31¡æ,22¡æ,9
2019-07-15,28¡æ,20¡æ,8
2019-07-16,27¡æ,18¡æ,9
2019-07-17,30¡æ,20¡æ,10
2019-07-18,30¡æ,21¡æ,9
2019-07-19,29¡æ,22¡æ,7
2019-07-20,32¡æ,20¡æ,12
2019-07-21,27¡æ,20¡æ,7
2019-07-22,29¡æ,19¡æ,10
2019-07-23,33¡æ,20¡æ,13
2019-07-24,30¡æ,18¡æ,12
2019-07-25,35¡æ,20¡æ,15
2019-07-26,35¡æ,21¡æ,14
2019-07-27,31¡æ,23¡æ,8
2019-07-28,28¡æ,19¡æ,9
2019-07-29,32¡æ,20¡æ,12
2019-07-30,33¡æ,19¡æ,14
2019-07-31,32¡æ,18¡æ,14
2019-08-01,33¡æ,20¡æ,13
2019-08-02,31¡æ,18¡æ,13
2019-08-03,28¡æ,17¡æ,11
2019-08-04,31¡æ,18¡æ,13
2019-08-05,33¡æ,19¡æ,14
2019-08-06,31¡æ,21¡æ,10
2019-08-07,34¡æ,21¡æ,13
2019-08-08,25¡æ,19¡æ,6
2019-08-09,33¡æ,18¡æ,15
2019-08-10,30¡æ,20¡æ,10
2019-08-11,30¡æ,19¡æ,11
2019-08-12,31¡æ,19¡æ,12
2019-08-13,28¡æ,18¡æ,10
2019-08-14,31¡æ,17¡æ,14
2019-08-15,34¡æ,19¡æ,15
2019-08-16,28¡æ,17¡æ,11
2019-08-17,27¡æ,16¡æ,11
2019-08-18,33¡æ,19¡æ,14
2019-08-19,28¡æ,20¡æ,8
2019-08-20,23¡æ,19¡æ,4
2019-08-21,27¡æ,14¡æ,13
2019-08-22,21¡æ,18¡æ,3
2019-08-23,20¡æ,16¡æ,4
2019-08-24,26¡æ,16¡æ,10
2019-08-25,29¡æ,15¡æ,14
2019-08-26,27¡æ,20¡æ,7
2019-08-27,26¡æ,16¡æ,10
2019-08-28,29¡æ,16¡æ,13
2019-08-29,29¡æ,16¡æ,13
2019-08-30,28¡æ,14¡æ,14
2019-08-31,28¡æ,14¡æ,14
2019-09-01,29¡æ,13¡æ,16
2019-09-02,27¡æ,15¡æ,12
2019-09-03,26¡æ,16¡æ,10
2019-09-04,25¡æ,15¡æ,10
2019-09-05,28¡æ,17¡æ,11
2019-09-06,29¡æ,16¡æ,13
2019-09-07,30¡æ,18¡æ,12
2019-09-08,27¡æ,18¡æ,9
2019-09-09,22¡æ,15¡æ,7
2019-09-10,25¡æ,14¡æ,11
2019-09-11,25¡æ,15¡æ,10
2019-09-12,21¡æ,13¡æ,8
2019-09-13,19¡æ,7¡æ,12
2019-09-14,24¡æ,10¡æ,14
2019-09-15,25¡æ,12¡æ,13
2019-09-16,24¡æ,12¡æ,12
2019-09-17,26¡æ,12¡æ,14
2019-09-18,24¡æ,13¡æ,11
2019-09-19,20¡æ,11¡æ,9
2019-09-20,25¡æ,10¡æ,15
2019-09-21,24¡æ,11¡æ,13
2019-09-22,24¡æ,10¡æ,14
2019-09-23,25¡æ,12¡æ,13
2019-09-24,26¡æ,13¡æ,13
2019-09-25,27¡æ,12¡æ,15
2019-09-26,25¡æ,10¡æ,15
2019-09-27,26¡æ,12¡æ,14
2019-09-28,28¡æ,13¡æ,15
2019-09-29,28¡æ,14¡æ,14
2019-09-30,28¡æ,13¡æ,15
2019-10-01,29¡æ,16¡æ,13
2019-10-02,26¡æ,14¡æ,12
2019-10-03,23¡æ,14¡æ,9
2019-10-04,18¡æ,9¡æ,9
2019-10-05,18¡æ,7¡æ,11
2019-10-06,18¡æ,8¡æ,10
2019-10-07,21¡æ,7¡æ,14
2019-10-08,21¡æ,8¡æ,13
2019-10-09,18¡æ,8¡æ,10
2019-10-10,23¡æ,9¡æ,14
2019-10-11,23¡æ,8¡æ,15
2019-10-12,18¡æ,7¡æ,11
2019-10-13,20¡æ,6¡æ,14
2019-10-14,10¡æ,2¡æ,8
2019-10-15,7¡æ,4¡æ,3
2019-10-16,14¡æ,3¡æ,11
2019-10-17,16¡æ,5¡æ,11
2019-10-18,21¡æ,4¡æ,17
2019-10-19,19¡æ,6¡æ,13
2019-10-20,18¡æ,5¡æ,13
2019-10-21,19¡æ,5¡æ,14
2019-10-22,19¡æ,8¡æ,11
2019-10-23,18¡æ,7¡æ,11
2019-10-24,10¡æ,1¡æ,9
2019-10-25,11¡æ,-2¡æ,13
2019-10-26,16¡æ,1¡æ,15
2019-10-27,16¡æ,1¡æ,15
2019-10-28,17¡æ,1¡æ,16
2019-10-29,18¡æ,2¡æ,16
2019-10-30,18¡æ,2¡æ,16
2019-10-31,16¡æ,4¡æ,12
2019-11-01,14¡æ,6¡æ,8
2019-11-02,16¡æ,2¡æ,14
2019-11-03,16¡æ,3¡æ,13
2019-11-04,17¡æ,3¡æ,14
2019-11-05,14¡æ,5¡æ,9
2019-11-06,16¡æ,4¡æ,12
2019-11-07,14¡æ,4¡æ,10
2019-11-08,15¡æ,3¡æ,12
2019-11-09,10¡æ,5¡æ,5
2019-11-10,14¡æ,0¡æ,14
2019-11-11,15¡æ,0¡æ,15
2019-11-12,6¡æ,1¡æ,5
2019-11-13,7¡æ,-4¡æ,11
2019-11-14,14¡æ,0¡æ,14
2019-11-15,15¡æ,-2¡æ,17
2019-11-16,13¡æ,0¡æ,13
2019-11-17,3¡æ,-4¡æ,7
2019-11-18,5¡æ,-8¡æ,13
2019-11-19,9¡æ,-8¡æ,17
2019-11-20,7¡æ,-4¡æ,11
2019-11-21,10¡æ,-2¡æ,12
2019-11-22,10¡æ,1¡æ,9
2019-11-23,6¡æ,-3¡æ,9
2019-11-24,0¡æ,-7¡æ,7
2019-11-25,3¡æ,-8¡æ,11
2019-11-26,5¡æ,-5¡æ,10
2019-11-27,2¡æ,-6¡æ,8
2019-11-28,3¡æ,-5¡æ,8
2019-11-29,2¡æ,-4¡æ,6
2019-11-30,1¡æ,-5¡æ,6
2019-12-01,0¡æ,-5¡æ,5
2019-12-02,1¡æ,-9¡æ,10
2019-12-03,4¡æ,-7¡æ,11
2019-12-04,3¡æ,-9¡æ,12
2019-12-05,4¡æ,-9¡æ,13
2019-12-06,5¡æ,-8¡æ,13
2019-12-07,4¡æ,-9¡æ,13
2019-12-08,5¡æ,-4¡æ,9
2019-12-09,7¡æ,-3¡æ,10
2019-12-10,5¡æ,-3¡æ,8
2019-12-11,6¡æ,-6¡æ,12
2019-12-12,5¡æ,-8¡æ,13
2019-12-13,4¡æ,-8¡æ,12
2019-12-14,6¡æ,-6¡æ,12
2019-12-15,1¡æ,-3¡æ,4
2019-12-16,1¡æ,-4¡æ,5
2019-12-17,2¡æ,-7¡æ,9
2019-12-18,3¡æ,-8¡æ,11
2019-12-19,1¡æ,-8¡æ,9
2019-12-20,3¡æ,-8¡æ,11
2019-12-21,4¡æ,-8¡æ,12
2019-12-22,4¡æ,-8¡æ,12
2019-12-23,2¡æ,-8¡æ,10
2019-12-24,4¡æ,-7¡æ,11
2019-12-25,0¡æ,-8¡æ,8
2019-12-26,2¡æ,-9¡æ,11
2019-12-27,5¡æ,-9¡æ,14
2019-12-28,8¡æ,-7¡æ,15
2019-12-29,1¡æ,-7¡æ,8
2019-12-30,-3¡æ,-13¡æ,10
2019-12-31,2¡æ,-12¡æ,14
2020-01-01,3¡æ,-9¡æ,12
2020-01-02,3¡æ,-9¡æ,12
2020-01-03,4¡æ,-8¡æ,12
2020-01-04,5¡æ,-7¡æ,12
2020-01-05,2¡æ,-3¡æ,5
2020-01-06,-1¡æ,-6¡æ,5
2020-01-07,-1¡æ,-8¡æ,7
2020-01-08,1¡æ,-10¡æ,11
2020-01-09,0¡æ,-8¡æ,8
2020-01-10,0¡æ,-9¡æ,9
2020-01-11,1¡æ,-8¡æ,9
2020-01-12,0¡æ,-8¡æ,8
2020-01-13,-2¡æ,-11¡æ,9
2020-01-14,0¡æ,-10¡æ,10
2020-01-15,-1¡æ,-11¡æ,10
2020-01-16,-2¡æ,-9¡æ,7
2020-01-17,2¡æ,-8¡æ,10
2020-01-18,0¡æ,-6¡æ,6
2020-01-19,3¡æ,-10¡æ,13
2020-01-20,3¡æ,-8¡æ,11
2020-01-21,6¡æ,-8¡æ,14
2020-01-22,4¡æ,-8¡æ,12
2020-01-23,3¡æ,-8¡æ,11
2020-01-24,6¡æ,-8¡æ,14
2020-01-25,6¡æ,-7¡æ,13
2020-01-26,3¡æ,-7¡æ,10
2020-01-27,3¡æ,-6¡æ,9
2020-01-28,4¡æ,-8¡æ,12
2020-01-29,6¡æ,-6¡æ,12
2020-01-30,7¡æ,-6¡æ,13
2020-01-31,6¡æ,-6¡æ,12
2020-02-01,4¡æ,-5¡æ,9
2020-02-02,1¡æ,-6¡æ,7
2020-02-03,5¡æ,-9¡æ,14
2020-02-04,4¡æ,-9¡æ,13
2020-02-05,5¡æ,-8¡æ,13
2020-02-06,6¡æ,-8¡æ,14
2020-02-07,7¡æ,-7¡æ,14
2020-02-08,7¡æ,-8¡æ,15
2020-02-09,10¡æ,-7¡æ,17
2020-02-10,12¡æ,-5¡æ,17
2020-02-11,12¡æ,-6¡æ,18
2020-02-12,14¡æ,-5¡æ,19
2020-02-13,7¡æ,-5¡æ,12
2020-02-14,-3¡æ,-11¡æ,8
2020-02-15,-3¡æ,-13¡æ,10
2020-02-16,1¡æ,-12¡æ,13
2020-02-17,5¡æ,-11¡æ,16
2020-02-18,7¡æ,-8¡æ,15
2020-02-19,9¡æ,-6¡æ,15
2020-02-20,6¡æ,-4¡æ,10
2020-02-21,6¡æ,-4¡æ,10
2020-02-22,9¡æ,-8¡æ,17
2020-02-23,15¡æ,-4¡æ,19
2020-02-24,14¡æ,-3¡æ,17
2020-02-25,14¡æ,-3¡æ,17
2020-02-26,14¡æ,-3¡æ,17
2020-02-27,12¡æ,-1¡æ,13
2020-02-28,16¡æ,-3¡æ,19
2020-02-29,12¡æ,0¡æ,12
2020-03-01,9¡æ,-8¡æ,17
2020-03-02,10¡æ,-6¡æ,16
2020-03-03,6¡æ,-7¡æ,13
2020-03-04,9¡æ,-5¡æ,14
2020-03-05,14¡æ,-3¡æ,17
2020-03-06,12¡æ,-1¡æ,13
2020-03-07,18¡æ,-4¡æ,22
2020-03-08,11¡æ,3¡æ,8
2020-03-09,7¡æ,-2¡æ,9
2020-03-10,10¡æ,-5¡æ,15
2020-03-11,16¡æ,-2¡æ,18
2020-03-12,11¡æ,0¡æ,11
2020-03-13,8¡æ,-3¡æ,11
2020-03-14,11¡æ,-5¡æ,16
2020-03-15,14¡æ,-3¡æ,17
2020-03-16,16¡æ,3¡æ,13
2020-03-17,19¡æ,0¡æ,19
2020-03-18,17¡æ,3¡æ,14
2020-03-19,21¡æ,0¡æ,21
2020-03-20,21¡æ,4¡æ,17
2020-03-21,22¡æ,5¡æ,17
2020-03-22,21¡æ,4¡æ,17
2020-03-23,18¡æ,8¡æ,10
2020-03-24,17¡æ,5¡æ,12
2020-03-25,20¡æ,4¡æ,16
2020-03-26,11¡æ,3¡æ,8
2020-03-27,12¡æ,-2¡æ,14
2020-03-28,15¡æ,2¡æ,13
2020-03-29,18¡æ,2¡æ,16
2020-03-30,16¡æ,4¡æ,12
2020-03-31,15¡æ,3¡æ,12
2020-04-01,11¡æ,2¡æ,9
2020-04-02,14¡æ,2¡æ,12
2020-04-03,16¡æ,1¡æ,15
2020-04-04,18¡æ,2¡æ,16
2020-04-05,20¡æ,4¡æ,16
2020-04-06,21¡æ,5¡æ,16
2020-04-07,22¡æ,9¡æ,13
2020-04-08,25¡æ,7¡æ,18
2020-04-09,21¡æ,6¡æ,15
2020-04-10,15¡æ,6¡æ,9
2020-04-11,15¡æ,0¡æ,15
2020-04-12,18¡æ,0¡æ,18
2020-04-13,22¡æ,3¡æ,19
2020-04-14,24¡æ,6¡æ,18
2020-04-15,22¡æ,8¡æ,14
2020-04-16,19¡æ,3¡æ,16
2020-04-17,18¡æ,7¡æ,11
2020-04-18,12¡æ,7¡æ,5
2020-04-19,20¡æ,9¡æ,11
2020-04-20,16¡æ,1¡æ,15
2020-04-21,15¡æ,2¡æ,13
2020-04-22,16¡æ,0¡æ,16
2020-04-23,15¡æ,0¡æ,15
2020-04-24,18¡æ,-1¡æ,19
2020-04-25,24¡æ,6¡æ,18
2020-04-26,26¡æ,7¡æ,19
2020-04-27,27¡æ,8¡æ,19
2020-04-28,29¡æ,10¡æ,19
2020-04-29,30¡æ,12¡æ,18
2020-04-30,31¡æ,12¡æ,19
2020-05-01,32¡æ,12¡æ,20
2020-05-02,34¡æ,13¡æ,21
2020-05-03,26¡æ,14¡æ,12
2020-05-04,21¡æ,12¡æ,9
2020-05-05,26¡æ,10¡æ,16
2020-05-06,22¡æ,15¡æ,7
2020-05-07,23¡æ,12¡æ,11
2020-05-08,17¡æ,12¡æ,5
2020-05-09,22¡æ,9¡æ,13
2020-05-10,20¡æ,7¡æ,13
2020-05-11,21¡æ,5¡æ,16
2020-05-12,27¡æ,7¡æ,20
2020-05-13,24¡æ,12¡æ,12
2020-05-14,27¡æ,11¡æ,16
2020-05-15,30¡æ,13¡æ,17
2020-05-16,26¡æ,13¡æ,13
2020-05-17,25¡æ,12¡æ,13
2020-05-18,23¡æ,7¡æ,16
2020-05-19,28¡æ,10¡æ,18
2020-05-20,30¡æ,12¡æ,18
2020-05-21,30¡æ,15¡æ,15
2020-05-22,31¡æ,13¡æ,18
2020-05-23,25¡æ,13¡æ,12
2020-05-24,26¡æ,12¡æ,14
2020-05-25,23¡æ,12¡æ,11
2020-05-26,24¡æ,12¡æ,12
2020-05-27,27¡æ,11¡æ,16
2020-05-28,29¡æ,12¡æ,17
2020-05-29,32¡æ,23¡æ,9
2020-05-30,27¡æ,13¡æ,14
2020-05-31,28¡æ,9¡æ,19
2020-06-01,28¡æ,14¡æ,14
2020-06-02,32¡æ,12¡æ,20
2020-06-03,33¡æ,16¡æ,17
2020-06-04,34¡æ,17¡æ,17
2020-06-05,35¡æ,16¡æ,19
2020-06-06,34¡æ,20¡æ,14
2020-06-07,31¡æ,21¡æ,10
2020-06-08,24¡æ,12¡æ,12
2020-06-09,28¡æ,12¡æ,16
2020-06-10,28¡æ,16¡æ,12
2020-06-11,26¡æ,17¡æ,9
2020-06-12,31¡æ,17¡æ,14
2020-06-13,27¡æ,18¡æ,9
2020-06-14,30¡æ,15¡æ,15
2020-06-15,26¡æ,18¡æ,8
2020-06-16,26¡æ,17¡æ,9
2020-06-17,29¡æ,17¡æ,12
2020-06-18,34¡æ,19¡æ,15
2020-06-19,34¡æ,19¡æ,15
2020-06-20,32¡æ,19¡æ,13
2020-06-21,32¡æ,20¡æ,12
2020-06-22,24¡æ,17¡æ,7
2020-06-23,30¡æ,17¡æ,13
2020-06-24,32¡æ,19¡æ,13
2020-06-25,31¡æ,16¡æ,15
2020-06-26,30¡æ,19¡æ,11
2020-06-27,30¡æ,18¡æ,12
2020-06-28,30¡æ,18¡æ,12
2020-06-29,32¡æ,19¡æ,13
2020-06-30,32¡æ,18¡æ,14
2020-07-01,30¡æ,21¡æ,9
2020-07-02,33¡æ,19¡æ,14
2020-07-03,28¡æ,20¡æ,8
2020-07-04,29¡æ,18¡æ,11
2020-07-05,33¡æ,18¡æ,15
2020-07-06,35¡æ,21¡æ,14
2020-07-07,35¡æ,21¡æ,14
2020-07-08,29¡æ,20¡æ,9
2020-07-09,32¡æ,21¡æ,11
2020-07-10,30¡æ,20¡æ,10
2020-07-11,27¡æ,18¡æ,9
2020-07-12,26¡æ,18¡æ,8
2020-07-13,31¡æ,20¡æ,11
2020-07-14,29¡æ,23¡æ,6
2020-07-15,32¡æ,21¡æ,11
2020-07-16,29¡æ,22¡æ,7
2020-07-17,27¡æ,21¡æ,6
2020-07-18,26¡æ,20¡æ,6
2020-07-19,30¡æ,17¡æ,13
2020-07-20,32¡æ,21¡æ,11
2020-07-21,29¡æ,22¡æ,7
2020-07-22,30¡æ,20¡æ,10
2020-07-23,28¡æ,22¡æ,6
2020-07-24,26¡æ,21¡æ,5
2020-07-25,32¡æ,22¡æ,10
2020-07-26,33¡æ,23¡æ,10
2020-07-27,36¡æ,22¡æ,14
2020-07-28,36¡æ,21¡æ,15
2020-07-29,34¡æ,23¡æ,11
2020-07-30,30¡æ,22¡æ,8
2020-07-31,33¡æ,23¡æ,10
2020-08-01,35¡æ,23¡æ,12
2020-08-02,33¡æ,23¡æ,10
2020-08-03,27¡æ,22¡æ,5
2020-08-04,25¡æ,21¡æ,4
2020-08-05,24¡æ,20¡æ,4
2020-08-06,30¡æ,23¡æ,7
2020-08-07,33¡æ,23¡æ,10
2020-08-08,32¡æ,23¡æ,9
2020-08-09,35¡æ,20¡æ,15
2020-08-10,35¡æ,21¡æ,14
2020-08-11,28¡æ,21¡æ,7
2020-08-12,27¡æ,19¡æ,8
2020-08-13,32¡æ,18¡æ,14
2020-08-14,26¡æ,20¡æ,6
2020-08-15,28¡æ,19¡æ,9
2020-08-16,26¡æ,19¡æ,7
2020-08-17,22¡æ,15¡æ,7
2020-08-18,28¡æ,13¡æ,15
2020-08-19,27¡æ,13¡æ,14
2020-08-20,27¡æ,16¡æ,11
2020-08-21,24¡æ,19¡æ,5
2020-08-22,30¡æ,20¡æ,10
2020-08-23,24¡æ,16¡æ,8
2020-08-24,31¡æ,15¡æ,16
2020-08-25,29¡æ,17¡æ,12
2020-08-26,32¡æ,15¡æ,17
2020-08-27,30¡æ,16¡æ,14
2020-08-28,29¡æ,17¡æ,12
2020-08-29,23¡æ,14¡æ,9
2020-08-30,18¡æ,14¡æ,4
2020-08-31,25¡æ,12¡æ,13
2020-09-01,26¡æ,12¡æ,14
2020-09-02,26¡æ,11¡æ,15
2020-09-03,25¡æ,12¡æ,13
2020-09-04,28¡æ,16¡æ,12
2020-09-05,28¡æ,13¡æ,15
2020-09-06,29¡æ,14¡æ,15
2020-09-07,30¡æ,14¡æ,16
2020-09-08,28¡æ,16¡æ,12
2020-09-09,23¡æ,14¡æ,9
2020-09-10,25¡æ,13¡æ,12
2020-09-11,25¡æ,13¡æ,12
2020-09-12,26¡æ,18¡æ,8
2020-09-13,21¡æ,13¡æ,8
2020-09-14,23¡æ,10¡æ,13
2020-09-15,23¡æ,8¡æ,15
2020-09-16,19¡æ,9¡æ,10
2020-09-17,23¡æ,11¡æ,12
2020-09-18,25¡æ,14¡æ,11
2020-09-19,25¡æ,16¡æ,9
2020-09-20,22¡æ,17¡æ,5
2020-09-21,21¡æ,11¡æ,10
2020-09-22,16¡æ,7¡æ,9
2020-09-23,21¡æ,8¡æ,13
2020-09-24,22¡æ,14¡æ,8
2020-09-25,24¡æ,15¡æ,9
2020-09-26,24¡æ,13¡æ,11
2020-09-27,21¡æ,12¡æ,9
2020-09-28,19¡æ,11¡æ,8
2020-09-29,19¡æ,11¡æ,8
2020-09-30,16¡æ,9¡æ,7
2020-10-01,19¡æ,8¡æ,11
2020-10-02,18¡æ,8¡æ,10
2020-10-03,17¡æ,7¡æ,10
2020-10-04,8¡æ,2¡æ,6
2020-10-05,16¡æ,6¡æ,10
2020-10-06,16¡æ,9¡æ,7
2020-10-07,19¡æ,10¡æ,9
2020-10-08,17¡æ,9¡æ,8
2020-10-09,21¡æ,7¡æ,14
2020-10-10,19¡æ,8¡æ,11
2020-10-11,14¡æ,5¡æ,9
2020-10-12,15¡æ,4¡æ,11
2020-10-13,15¡æ,4¡æ,11
2020-10-14,17¡æ,3¡æ,14
2020-10-15,17¡æ,1¡æ,16
2020-10-16,14¡æ,1¡æ,13
