861574,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾底盘异响 防冻液变质暖风不热,"冷却系统故障,底盘异响,空调问题",2022-12-29,处理反馈
49112,上汽大众,途观,2013款 1.8TSI 自动 四驱 舒适版,上海大众途观冷冻液泄漏和空调风扇不转动,"漏防冻液,空调问题",2014-02-19,处理反馈
42231,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁色差淌漆油耗大漏风暖风冻脚噪音大,空调问题,2013-11-25,处理反馈
4157,一汽奥迪,奥迪A6L,2010款 2.0 TFSI CVT 标准型,奥迪A6L漏防冻液空调不制冷,"漏防冻液,空调问题,服务态度",2011-06-01,信息审核
376,上汽大众,途观,2010款 2.0TSI 自动 四驱 菁英版,上海大众途观使用才300公里空调冷冻液没了,空调问题,2010-06-07,信息审核
956896,奇瑞汽车,瑞虎8,2018款 1.5TCI 手动 豪华型 5座,奇瑞瑞虎8空调蒸发箱漏水到车厢内部,空调问题,2023-07-11,信息审核
954087,广汽丰田,赛那SIENNA,2021款 2.5L 混动 铂金版,广汽丰田赛那SIENNA空调蒸发箱漏水,"空调问题,部件开裂",2023-07-07,信息审核
953818,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉空调出水管接头破损,空调问题,2023-07-07,用户评分
951739,埃安,AION S Plus,2021款 80 超长续航版,埃安AION S Plus空调蒸发箱异响流水声明显,空调问题,2023-07-04,处理反馈
949639,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源蒸发箱漏水造成车内积水,"空调问题,车身漏水",2023-07-02,用户评分
942584,奇瑞汽车,艾瑞泽8,2022款 1.6T DCT尚,奇瑞艾瑞泽8新车就出现空调漏水,空调问题,2023-06-23,处理反馈
942450,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放发动机噪音大空调漏水,"噪音大,空调问题",2023-06-22,处理反馈
938231,埃安,AION S,2022款 魅 580,广汽埃安AION S空调管堵塞导致漏水,空调问题,2023-06-15,处理反馈
938230,埃安,AION S,2020款 魅 580,广汽埃安AION S空调附近漏水不予解决,空调问题,2023-06-15,处理反馈
935824,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开启空调D柱有冷凝水,空调问题,2023-06-10,用户评分
934011,上汽大众,朗逸,2018款 280TSI DSG舒适版 两厢 国V,上汽大众朗逸空调排水管问题导致车内进水,空调问题,2023-06-06,用户评分
931682,比亚迪,海豹,2022款 700km 长续航 后驱版,比亚迪海豹车辆生锈 后备厢漏水 大灯流泪,"影音系统故障,车身生锈,空调问题,座椅故障,行车安全辅助系统故障,后备厢故障,疑似设计缺陷,价格变动",2023-06-02,用户评分
930110,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开启空调D柱有冷凝水,空调问题,2023-05-30,用户评分
927646,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉开启空调后总有水流声噪音,"空调问题,价格变动",2023-05-27,处理反馈
927455,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 精英版 7座,广汽丰田汉兰达D柱空调冷凝水有漏电发霉隐患,空调问题,2023-05-27,处理反馈
926217,比亚迪,海豹,2022款 700km 长续航 后驱版,比亚迪海豹车辆生锈 后备厢漏水 大灯流泪,"影音系统故障,车身生锈,空调问题,座椅故障,行车安全辅助系统故障,后备厢故障,疑似设计缺陷,价格变动",2023-05-24,用户评分
925603,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放空调开启后有冷凝水,空调问题,2023-05-23,处理反馈
925486,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放D柱出现冷凝水车机未更新,"影音系统故障,空调问题,导航问题,天窗异响,行车安全辅助系统故障,变相收费,系统升级问题,其他",2023-05-23,用户评分
921206,吉利汽车,嘉际,2023款 嘉际L 1.5TD DCT 舒适型,吉利嘉际新车大灯进水 空调出风不凉,"空调问题,车灯不亮",2023-05-15,用户评分
920093,比亚迪,海豹,2022款 550km 标准续航 后驱版 尊贵型,比亚迪海豹后备厢漏水 无法充电 空调噪音大,"影音系统故障,车身生锈,空调问题,充电故障,续航里程不准,车身不平整,疑似设计缺陷",2023-05-13,用户评分
919738,比亚迪,海豹,2022款 700km 长续航 后驱版,比亚迪海豹座椅生锈 摄像头进水 后备厢故障,"车身生锈,空调问题,座椅故障",2023-05-12,用户评分
918666,比亚迪,海豹,2022款 550km 标准续航 后驱版 尊贵型,比亚迪海豹座椅生锈 车内异响 大灯缝隙漏水,"车身生锈,空调问题,门窗异响,车内异响,疑似设计缺陷",2023-05-11,用户评分
918626,比亚迪,海豹,2022款 550km 标准续航 后驱版 尊贵型,比亚迪海豹座椅塌陷起皱下雨时车灯渗水,"空调问题,座椅故障,车灯进水,续航里程不准",2023-05-11,用户评分
917766,比亚迪,海豹,2022款 700km 长续航 后驱版,比亚迪海豹车身生锈 大灯缝隙漏水 变相降价,"跑偏,车身生锈,空调问题,车身异响,座椅故障,疑似设计缺陷,价格变动",2023-05-10,处理反馈
914626,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调漏冷凝水 车机无互联,"空调问题,其他",2023-05-04,处理反馈
908052,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放D柱出现冷凝水 车机未更新,"影音系统故障,空调问题,导航问题,天窗异响,行车安全辅助系统故障,门窗漏风,变相收费,系统升级问题,其他",2023-04-19,用户评分
903964,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆车身D柱空调漏冷凝水,空调问题,2023-04-13,用户评分
903706,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 精英版 7座,广汽丰田汉兰达D柱空调冷凝水有漏电,空调问题,2023-04-13,用户评分
902940,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达后视镜折叠异响空调漏水,"空调问题,后视镜故障",2023-04-12,处理反馈
901595,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达后视镜折叠异响空调漏水,"空调问题,后视镜故障",2023-04-09,处理反馈
899688,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达空调D柱有冷凝水漏风,空调问题,2023-04-04,处理反馈
896893,极氪,极氪001,2022款 超长续航 单电机 WE版,极氪001座椅鼓包 尾灯进水 空调出风口异响,"空调问题,车内异响,座椅故障,车灯进水,门窗漏风",2023-03-28,用户评分
890516,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放D柱开空调有冷凝水,空调问题,2023-03-14,处理反馈
889605,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 精英版 7座,广汽丰田汉兰达D柱空调冷凝水有漏电发霉隐患,空调问题,2023-03-12,用户评分
887891,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿 空调管漏冷凝水,"噪音大,影音系统故障,空调问题,其他",2023-03-09,处理反馈
885659,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调管漏水后视镜异响,"影音系统故障,空调问题,车载互联故障,后视镜故障,系统升级问题,其他",2023-03-03,处理反馈
883945,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放D柱开空调有冷凝水,空调问题,2023-02-28,用户评分
883935,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达D柱存在冷凝水有安全隐患,空调问题,2023-02-28,用户评分
883245,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达D柱存在冷凝水有安全隐患,空调问题,2023-02-26,处理反馈
883226,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达D柱空调管漏水存在安全隐患,空调问题,2023-02-26,处理反馈
882579,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达空调冷凝水发动机噪音大,"噪音大,空调问题,其他",2023-02-24,处理反馈
882344,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机从未升级空调D柱冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-02-24,处理反馈
882176,北京汽车,绅宝D50,2016款 1.5L 手动 精英版,北京绅宝D50漏水导致膨胀阀卡子生锈漏氟,空调问题,2023-02-23,处理反馈
881906,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机无OTA升级空调管漏水,"空调问题,车载互联故障,系统升级问题,其他",2023-02-23,用户评分
881883,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机系统不更新 空调管漏水,"空调问题,系统升级问题,其他",2023-02-23,用户评分
881260,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达发动机噪音大 空调风道滴水,"噪音大,空调问题",2023-02-21,处理反馈
880703,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达空调管漏风导致冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-02-20,用户评分
880664,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达无OTA升级风噪大空调冷凝水,"空调问题,车载互联故障,门窗漏风,系统升级问题,其他",2023-02-20,处理反馈
880408,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机卡顿 空调有冷凝水,"影音系统故障,空调问题,车载互联故障,系统升级问题",2023-02-19,处理反馈
879828,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调滴水车机系统缺陷,"空调问题,车载互联故障",2023-02-18,处理反馈
878822,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿不升级 空调管漏水,"影音系统故障,空调问题,座椅故障,系统升级问题",2023-02-16,处理反馈
877994,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达D柱空调管漏水 发霉,空调问题,2023-02-14,处理反馈
877654,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机系统不更新 空调管漏水,"空调问题,系统升级问题,其他",2023-02-14,用户评分
877467,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调管路漏气漏水明显,"空调问题,后视镜故障",2023-02-13,用户评分
876497,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机从未升级空调D柱冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-02-11,用户评分
876473,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机未升级 空调D柱冷凝水,"影音系统故障,空调问题,导航问题,系统升级问题,其他",2023-02-11,处理反馈
875435,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机未升级 空调D柱冷凝水,"空调问题,车载互联故障,系统升级问题",2023-02-09,处理反馈
875152,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿 空调漏水,"影音系统故障,空调问题,系统升级问题,其他",2023-02-08,处理反馈
875127,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达无法OTA升级 空调D柱冷凝水,"空调问题,系统升级问题",2023-02-08,处理反馈
875123,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 豪华版,一汽丰田皇冠陆放D柱产生空调冷凝水和漏风,空调问题,2023-02-08,处理反馈
875053,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调有冷凝水 车机无法升级,"空调问题,系统升级问题,其他",2023-02-08,处理反馈
874893,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机未升级空调有冷凝水,"影音系统故障,空调问题,系统升级问题",2023-02-08,处理反馈
874814,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机阉割 空调有冷凝水,"影音系统故障,空调问题,部件开裂,导航问题,后视镜故障,系统升级问题,其他",2023-02-07,处理反馈
874707,上汽通用别克,君威,2019款 20T 精英型 国VI,别克君威冷车启动延迟 后尾灯进水,"无法启动,空调问题,车灯进水",2023-02-07,用户评分
874563,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机未升级空调D柱冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-02-07,用户评分
874462,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达转向异响抖动 空调漏水,"异响,抖动,影音系统故障,空调问题,系统升级问题",2023-02-07,处理反馈
874379,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调D柱漏水无OTA升级,"空调问题,系统升级问题,其他",2023-02-07,处理反馈
872875,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿 空调D柱漏风漏水,"影音系统故障,空调问题,系统升级问题",2023-02-03,处理反馈
872159,北京越野,北京BJ40,2021款 2.0D 自动 四驱 刀锋英雄版 先锋型,北京BJ40空调暖风不热 水箱风扇常转,"冷却系统故障,空调问题",2023-02-01,处理反馈
871953,广汽丰田,汉兰达,2022款 双擎 2.5L 两驱 尊贵版 7座,广汽丰田汉兰达无OTA升级空调D柱冷凝水,"影音系统故障,空调问题,导航问题,系统升级问题,其他",2023-02-01,处理反馈
871493,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放导航不准 空调漏水,"空调问题,导航问题,系统升级问题,其他",2023-01-31,处理反馈
871361,广汽丰田,汉兰达,2022款 双擎 2.5L 两驱 尊贵版 7座,广汽丰田汉兰达无升级D柱冷凝水中控异响,"空调问题,中控台异响,座椅故障,系统升级问题",2023-01-31,处理反馈
871201,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿 空调有冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-01-31,处理反馈
871084,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机卡顿 空调有冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-01-30,用户评分
870984,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机卡顿 空调有冷凝水,"影音系统故障,空调问题,系统升级问题,其他",2023-01-30,处理反馈
870866,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达导航不准开空调D柱冷凝水,"空调问题,导航问题,系统升级问题",2023-01-30,用户评分
870022,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳发动机怠速无法降低水温高,"噪音大,功率不足,冷却系统故障,怠速不稳,空调问题",2023-01-28,用户评分
866764,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调后车身出现冷凝水,空调问题,2023-01-12,处理反馈
861916,上汽大众,ID.6 X,2021款 Pro 极智长续航版,上汽大众ID.6 X车机黑屏天窗漏水饰板反光,"空调问题,天窗漏水,疑似减配",2022-12-30,处理反馈
858803,上汽通用别克,英朗,2021款 改款 典范 1.5L 自动 精英型,别克英朗暖风水箱漏水希望厂家解决,空调问题,2022-12-21,处理反馈
857325,东风风行,风行S50EV,2021款 网约版,东风风行S50EV空调不制冷 配电箱漏水,"空调问题,车身漏水",2022-12-16,处理反馈
853834,长安福特,福克斯,2019款 EcoBoost 125 自动 锋潮型 国VI 三厢,长安福特福克斯空调冷凝水漏入机脚垫,"空调问题,疑似设计缺陷",2022-12-08,用户评分
852076,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放后排空调漏风D柱有冷凝水,空调问题,2022-12-05,处理反馈
850346,上汽通用别克,英朗,2021款 改款 典范 1.5L 自动 精英型,别克英朗暖风水箱漏水希望厂家解决,空调问题,2022-12-01,用户评分
849010,长安福特,福克斯,2019款 EcoBoost 125 自动 锋潮型 国VI 三厢,长安福特福克斯空调冷凝水漏入机脚垫,"空调问题,疑似设计缺陷",2022-11-28,用户评分
848279,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调D柱有冷凝水,空调问题,2022-11-26,用户评分
847744,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放发动机噪音大 D柱有冷凝水,"噪音大,空调问题",2022-11-25,处理反馈
844894,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,丰田汉兰达空调出现冷凝水车机无Carplay,空调问题,2022-11-18,处理反馈
843517,广汽丰田,汉兰达,2022款 双擎 2.5L 两驱 尊贵版 7座,广汽丰田汉兰达车身D柱冷凝水凝结,空调问题,2022-11-15,用户评分
843049,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达D柱有冷凝水无Carplay功能,"影音系统故障,空调问题,其他",2022-11-14,用户评分
842357,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调后车身出现冷凝水,空调问题,2022-11-12,用户评分
841640,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达后排出风口外侧玻璃有水滴,空调问题,2022-11-10,用户评分
841495,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放发动机噪音大D柱有水珠,"噪音大,空调问题",2022-11-10,用户评分
841351,上汽通用别克,英朗,2021款 改款 典范 1.5L 自动 精英型,别克英朗暖风水箱漏水希望厂家解决,空调问题,2022-11-10,用户评分
836183,一汽奔腾,奔腾T99,2020款 20TD 自动 尊贵型,一汽奔腾T99开空调任意风向玻璃起水雾,空调问题,2022-10-28,处理反馈
835114,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调D柱出现大量冷凝水,"空调问题,后视镜故障",2022-10-26,处理反馈
834994,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放空调开启后D柱出现冷凝水,"噪音大,空调问题,车身共振",2022-10-26,处理反馈
834659,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调D柱出现大量冷凝水,空调问题,2022-10-26,处理反馈
832084,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放空调开启后D柱出现冷凝水,空调问题,2022-10-20,用户评分
831993,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放空调漏风有冷凝水出现,空调问题,2022-10-20,处理反馈
831559,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调漏冷气凝结水珠,空调问题,2022-10-20,用户评分
830750,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车身D柱出现冷凝水,空调问题,2022-10-18,处理反馈
830747,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调漏冷气凝结水珠,空调问题,2022-10-18,处理反馈
830285,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放开空调D柱附近有冷凝水,空调问题,2022-10-17,处理反馈
828463,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开空调D柱附近有冷凝水,空调问题,2022-10-13,处理反馈
826047,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放开空调D柱附近有冷凝水,空调问题,2022-10-09,处理反馈
825288,北京奔驰,奔驰E级,2023款 E 300 L 运动尊贵型,北京奔驰E级新车空调水进入车内,空调问题,2022-10-07,处理反馈
824770,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放开启空调D柱出现冷凝水,空调问题,2022-10-06,用户评分
823272,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达空调管道漏风内饰产生冷凝水,空调问题,2022-10-01,处理反馈
820934,北京奔驰,奔驰E级,2022款 E 300 L 运动豪华型,北京奔驰E级新车空调水进入车内,"空调问题,车身漏水",2022-09-27,处理反馈
820579,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达后视镜异响 开空调D柱有冷凝水,"空调问题,后视镜故障",2022-09-26,处理反馈
820376,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达开空调D柱有冷凝水,"影音系统故障,空调问题",2022-09-26,用户评分
