中国美术馆,30,北京·北京·东城区,0.72,244,地址：北京市东城区五四大街一号
十渡风景区,38,北京·北京·房山区,0.72,214,地址：北京市房山区九渡大街9号
水立方嬉水乐园,259,北京·北京·水立方,0.0,154,地址：北京市朝阳区天辰东路11号国家游泳中心1层
北京梵高星空艺术馆,59,北京·北京·东城区,0.0,94,地址：北京市东城区王府井大街218号王府井书店5楼501
十渡拒马乐园,87.5,北京·北京·十渡风景区,0.0,110,地址：北京市房山区十渡风景区
北京中华民族园,45,北京·北京·朝阳区,0.72,216,地址：北京市朝阳区民族园路1号（健翔桥东路口）
钟表馆,70,北京·北京·故宫博物院,0.0,48,地址：景山前街4号故宫博物院奉先殿
慕田峪长城箱式索道,96,北京·北京·慕田峪长城,0.0,18,地址：北京市怀柔区慕田峪长城
龙庆峡,40,北京·北京·延庆县,0.7,980,地址：北京市延庆区旧县镇古城水库
纪晓岚故居,10,北京·北京·西城区,0.7,18,地址：北京市西城区珠市口西大街241号
中央电视塔,80,北京·北京·海淀区,0.72,106,地址：海淀区西三环中路11号
南锣鼓巷,0.2,北京·北京·东城区,0.76,20,地址：北京市东城区南锣鼓巷胡同
潭柘寺,50,北京·北京·门头沟区,0.7,504,地址：门头沟区潭柘寺镇
熊猫馆,19,北京·北京·北京动物园,0.0,52,地址：北京市西城区西直门外大街137号北京动物园内
北京世界公园,77,北京·北京·丰台区,0.7,588,地址：丰台区花乡丰葆路158号
奥林匹克公园,29.5,北京·北京·朝阳区,0.74,46,地址：北京市朝阳区北辰东路15号
孔庙,0.1,北京·北京·东城区,0.72,30,地址：北京市东城区国子监街15号
雁栖湖旅游区,42,北京·北京·怀柔区,0.7,622,地址：怀柔区怀北镇雁水路3号
地坛公园,1,北京·北京·东城区,0.72,46,地址：北京市东城区安定门外大街东侧
八大处公园,10,北京·北京·石景山区,0.72,694,地址：北京市石景山区西山风景区南麓八大处公园
北京大观园,53.6,北京·北京·西城区,0.76,16,地址：西城区南菜园街12号
中国紫檀博物馆,50,北京·北京·朝阳区,0.7,38,地址：北京市朝阳区建国路23号（地铁1号线高碑店站A1口出站西行400米）
温都水城,119,北京·北京·昌平区,0.7,88,地址：北京市昌平区北七家镇郑各庄村王府街55号
中山公园,0.2,北京·北京·东城区,0.72,34,地址：东城区中华路4号(天安门西侧)
紫竹院公园,88,北京·北京·海淀区,0.72,64,地址：北京市海淀区中关村南大街35号
怀柔青龙峡,54,北京·北京·怀柔区,0.7,652,地址：北京市怀柔区怀北镇大水峪村北500米
清华大学,50,北京·北京·海淀区,0.76,82,地址：北京市海淀区双清路30号
水境汤泉,79,北京·北京·丰台区,0.0,160,地址：北京市丰台区小屯路9号1号楼
东六宫,55,北京·北京·故宫博物院,0.0,134,地址：北京市东城区故宫博物院内
太平洋海底世界,89,北京·北京·海淀区,0.7,228,地址：海淀区西三环中路11号中央广播电视塔下
黄花城水长城,58,北京·北京·怀柔区,0.7,418,地址：北京市怀柔区九渡河镇西水峪
仙西山,37,北京·北京·房山区,0.0,16,地址：房山区十七渡站北路1号
富国海底世界,91,北京·北京·朝阳区,0.7,174,地址：北京市朝阳区工体南路工人体育场南门
孤山寨,38,北京·北京·十渡风景区,0.0,116,地址：北京市房山区十渡镇中国房山世界地质公园十渡园区七渡村内
玉渊潭公园,2.2,北京·北京·海淀区,0.72,50,地址：北京市海淀区西三环中路10号
宋庆龄故居,20,北京·北京·西城区,0.7,32,地址：北京市西城区后海北沿46号
房山白草畔,37.8,北京·北京·房山区,0.7,120,地址：北京市房山区霞云岭乡四马台村
国家植物园北园（原北京植物园）,4.8,北京·北京·海淀区,0.7,238,地址：海淀区香山卧佛寺路北京植物园
飞越中国,127.5,北京·北京·石景山区,0.0,272,地址：北京市石景山区石景山路25号石景山游乐园内
雾灵西峰,39.8,北京·北京·密云县,0.0,88,地址：北京市密云区新城子镇沙滩村雾灵西峰风景区
国子监,0.1,北京·北京·东城区,0.74,26,地址：北京市东城区国子监街15号
西山国家森林公园,15.8,北京·北京·海淀区,0.72,108,地址：北京市海淀区闵庄路与香山南路交叉口西行100米
老北京胡同游,116,北京·北京·西城区,0.0,47,地址：北京市西城区前海西街10号(郭沫若故居南侧胡同向西50米)
卢沟桥,6,北京·北京·丰台区,0.7,4,地址：北京市丰台区卢沟桥城南街77号
中国古动物馆,5,北京·北京·西城区,0.7,20,地址：北京市西城区中国古动物馆
北京知青旧居,238,陕西·延安·宜川县,0.0,24,地址：陕西省延安市宜川县羊家庄
清凉谷风景区,49,北京·北京·密云县,0.7,620,地址：北京市密云区石城镇四合堂清凉谷
皇家御河游船紫御湾码头,88,北京·北京·海淀区,0.0,78,地址：白石桥路紫竹院北门旁
红螺寺,42,北京·北京·怀柔区,0.7,222,地址：北京市怀柔区怀柔镇卢庄村北红螺东路2号
紫禁城角楼,38,北京·北京·东城区,0.7,2,地址：北京市东城区景山前街4号
红螺寺滑道,76,北京·北京·红螺寺,0.0,8,地址：北京市怀柔区怀柔镇卢庄村北红螺东路
古北水镇大酒店,948,北京·北京·密云县,0.0,4,地址：北京密云区司马台村古北水镇旅游度假风景区
北京杜莎夫人蜡像馆,180,北京·北京·前门大街,0.0,30,地址：北京市东城区前门大街18号
前门大街,20,北京·北京·东城区,0.8,2,地址：北京市东城区前门大街
人民英雄纪念碑,56,北京·北京·天安门广场,0.0,28,地址：北京市东城区天安门广场中央
明皇蜡像宫,5,北京·北京·昌平区,0.7,68,地址：北京市昌平区西关路25号
中国航空博物馆,4.9,北京·北京·昌平区,0.7,150,地址：北京市昌平区小汤山镇顺沙路
鼓楼121,349,北京·北京·西城区,0.0,32,地址：北京市西城区旧鼓楼大街121号
金海湖风景区,40,北京·北京·平谷区,0.7,508,地址：北京市平谷区金海湖镇海子村北
箭扣长城,6,北京·北京·怀柔区,0.7,2,地址：北京市怀柔区雁栖镇西栅子村
孔庙和国子监博物馆,0.1,北京·北京·东城区,0.0,12,地址：北京市东城区安定门内国子监街15号
乐多港卡乐星球,380,北京·北京·昌平区,0.0,48,地址：北京市昌平区城南街道旧西路（西关环岛西2公里）
永宁古城,108,北京·北京·龙庆峡,0.0,12,地址：北京市延庆区永宁镇昌赤路
京东石林峡,68,北京·北京·平谷区,0.7,274,地址：北京市平谷区黄松峪乡雕窝村73号
老舍茶馆,158,北京·北京·西城区,0.7,4,地址：北京市西城区前门西大街正阳市场3号楼
京城水系皇家御河游,70,北京·北京·海淀区,0.0,39,地址：北京市西城区西直门外大街135号北京展览馆后湖皇帝船码头
玉渡山,60,北京·北京·延庆县,0.7,1226,地址：北京市延庆区城西北山中的玉渡山自然风景区
八达岭古长城（残长城）,54,北京·北京·延庆县,0.0,12,地址：北京市延庆区八达岭镇东沟村
水关长城,35,北京·北京·延庆县,0.0,48,地址：北京市延庆区八达岭镇石佛寺村
莲花池公园,7,北京·北京·丰台区,0.7,33,地址：北京市丰台区广外莲花池48号（莲花池公园游乐园在东门往北走50米即到）
爨底下村,5,北京·北京·门头沟区,0.7,8,地址：北京市门头沟区斋堂镇
蟒山国家森林公园,30,北京·北京·昌平区,0.7,72,地址：北京市昌平区蟒山路2号
北京乐高探索中心,180,北京·北京·朝阳区,0.0,10,地址：北京市朝阳区常通路1号院1号楼-2至5层101内三层3F-Z3
北京朝阳剧场杂技,180,北京·北京·朝阳区,0.0,57,地址：北京市朝阳区东三环北路36号（地铁十号线呼家楼站c1口)
王府井商业街,49.9,北京·北京·东城区,0.76,85,地址：北京市东城区东长安街北侧
北京世园公园,49,北京·北京·延庆县,0.0,310,地址：北京市延庆区S220省道西边
今日美术馆,89,北京·北京·海淀区,0.0,6,地址：朝阳区百子湾路32号苹果社区4号楼今日美术馆
十渡东湖港,43,北京·北京·房山区,0.0,8,地址：北京市房山区世界地质公园十渡园区十五渡
十渡誓言玻璃栈道,44,北京·北京·腾龙仙苑旅游度假风景区,0.0,28,地址：北京市房山区十渡镇西庄村天河谷旅游度假风景区
五道营胡同,100,北京·北京·东城区,0.0,30,地址：北京市东城区安定门五道营胡同67号西门
古北水镇司马台新村山水城,98,北京·北京·密云县,0.0,73,地址：密云区司马台新村古北水镇司马台新村63号-1山水城（古北口镇）
龙门涧,40,北京·北京·门头沟区,0.7,18,地址：北京市门头沟区清水镇燕家台村
红砖美术馆,160,北京·北京·朝阳区,0.0,6,地址：北京市朝阳区顺白路马泉营西路路口西100米路北
太庙,299,北京·北京·东城区,0.7,97,地址：北京市东城区天安门东侧
古北水镇天然温泉,298,北京·北京·古北水镇,0.0,4,地址：北京市密云区古北口镇司马台村古北水镇内
德云社新街口剧场,398,北京·北京·西城区,0.0,8,地址：北京市西城区新街口北大街74号
北京园博园,2.8,北京·北京·丰台区,0.0,30,地址：北京市丰台区射击场路15号
北京独角兽星空艺术馆,49.8,北京·北京·王府井商业街,0.0,82,地址：北京市东城区王府井大街88号银泰in88二层
北京野鸭湖国家湿地公园,48.9,北京·北京·延庆县,0.7,544,地址：北京市延庆区康庄镇刘浩营村西
梦幻长城球幕影院,120,北京·北京·延庆县,0.0,4,地址：北京市延庆八达岭长城景区（长城博物馆旁边）
皇极殿,38,北京·北京·故宫博物院,0.0,62,地址：故宫博物院内
游娱联盟-疯狂的麦咭,138,北京·北京,0.0,2,地址：北京市大兴区亦庄中和街14号汇龙森一园b栋
朝阳公园,1.3,北京·北京·朝阳区,0.72,10,地址：北京市朝阳区朝阳公园南路1号
北京明城墙遗址公园,10,北京·北京·东城区,0.0,70,地址：北京市东城区崇文门东大街9号
月坛公园,1,北京·北京·西城区,0.7,42,地址：北京市西城区月坛北街甲6号
银狐洞,65,北京·北京·房山区,0.7,40,地址：北京市房山区佛子庄乡下英水村
世界花卉大观园,50,北京·北京·丰台区,0.7,36,地址：北京市丰台区南四环中路235号（右外草桥南四环路马家楼立交桥北侧）
通盛游泳馆,28,北京·北京·朝阳区,0.0,6,地址：王四营南花园东路168号通盛会议中心1楼(近东五环路)
百望山森林公园,3,北京·北京·海淀区,0.7,14,地址：北京市海淀区黑山扈北口19号
劳动人民文化宫,129,北京·北京·东城区,0.7,76,地址：东城区东长安街天安门东侧
梅兰芳纪念馆,10,北京·北京·西城区,0.7,2,地址：北京市西城区护国寺街9号
十渡聚龙湾玻璃栈道,38,北京·北京·十渡风景区,0.0,50,地址：北京市房山区十渡镇十渡村南18号
北京失恋博物馆（王府井）,49.9,北京·北京·东城区,0.0,43,地址：北京市东城区王府井大街88号银泰in88二层
云梦仙境,40,北京·北京·怀柔区,0.0,79,地址：北京市怀柔区琉璃庙镇东峪村龙云梦仙境自然风景区
圣泉山,32,北京·北京·怀柔区,0.0,82,地址：北京市怀柔区桥梓镇口头村
观复古典艺术博物馆,87,北京·北京·朝阳区,0.7,8,地址：西城区琉璃厂西街53号
陶然亭公园,0.4,北京·北京·宣武区,0.72,62,地址：北京市西城区太平街19号（护城河北岸）
震远镖局,88,北京·北京·密云县,0.0,2,地址：北京密云区古北口司马台村古北水镇景区内
响水湖长城旅游风景区,39,北京·北京·怀柔区,0.7,30,地址：北京市怀柔区渤海镇大榛峪村
百里山水画廊,30,北京·北京·延庆县,0.0,62,地址：北京市延庆区千家店镇内
十渡天河谷,29.9,北京·北京·腾龙仙苑旅游度假风景区,0.0,62,地址：十渡旅游度假风景区内
八奇洞,54,北京·北京·门头沟区,0.7,38,地址：北京市门头沟区潭柘寺镇平原村
北京上方山国家森林公园,0.5,北京·北京·房山区,0.7,43,地址：北京市房山区韩村河镇圣水峪村旁
天云山,73.4,北京·北京·平谷区,0.7,16,地址：北京市平谷区黄松峪乡飞龙谷境内。
慕田峪长城岁月沉浸式光影体验馆,2000,北京·北京·慕田峪长城,0.0,39,地址：北京市怀柔区渤海镇慕田峪长城商业街A3馆（汉堡王后面）
奥林匹克森林公园,0.4,北京·北京·奥林匹克公园,0.0,6,地址：北京市朝阳区科荟路33号
北京延庆奥林匹克园区,79.8,北京·北京·延庆县,0.0,20,地址：北京市延庆区张山营镇西大庄科村(京礼高速海陀收费站出口)
北度联盟金海湖碧波花园岛度假区,228,北京·北京·平谷区,0.0,36,地址：北京市平谷区金海湖镇海子村北北京平谷金海湖内
西山温泉,289,北京·北京·海淀区,0.0,32,地址：北京市海淀区西北旺镇丰智东路13号（永丰路与北清路十字路口往南800米路东）
银山塔林,20,北京·北京·昌平区,0.7,18,地址：北京市昌平区兴寿镇西湖村
京东大峡谷,75,北京·北京·平谷区,0.7,124,地址：北京市平谷区山东庄鱼子山村
北京龙溪池洗浴,59,北京·北京·通州区,0.0,4,地址：北京市通州区梨园镇京洲南街2号（大稿村旁，麦当劳斜对面）
八旗会馆,88,北京·北京·古北水镇,0.0,6,地址：北京市密云区古北水镇景区内
北京活的3D博物馆,57,北京·北京·朝阳区,0.0,12,地址：北京市朝阳区酒仙桥路4号751D.PARK时尚设计广场C12
十渡拒马河漂流,318,北京·北京·十渡风景区,0.0,36,地址：北京市房山区十渡风景区内
红剧场,162,北京·北京·东城区,0.0,64,地址：北京市东城区（原崇文区）幸福大街44号
湖洞水,24,北京·北京·平谷区,0.7,6,地址：平谷区东北部黄松峪辖区内
古北之光温泉,1260,北京·北京·古北水镇,0.0,2,地址：北京市密云区古北口镇司马台村古北水镇景区内
神堂峪,8,北京·北京·怀柔区,0.7,8,地址：北京市怀柔区雁栖镇石片村1号
中国人民抗日战争纪念馆,2.5,北京·北京·丰台区,0.7,78,地址：北京市丰台区卢沟桥宛平城内街101号
龙潭湖公园,2,北京·北京·东城区,0.72,88,地址：东城区龙潭路8号(近华普超市)
古崖居,53.5,北京·北京·延庆县,0.7,76,地址：北京市延庆区张山营镇镇西5公里处
白云观,1.2,北京·北京·西城区,0.74,4,地址：北京市西城区白云观街9号
古北口长城,33,北京·北京·古北口文化文物旅游区,0.7,92,地址：北京市密云区古北口镇古北口村境内
奥林匹克水上公园,20,北京·北京·顺义区,0.7,18,地址：顺义区白马路19号
永顺染坊,88,北京·北京·古北水镇,0.0,82,地址：北京市密云县密云区染坊胡同001号
北京国际鲜花港,30,北京·北京·顺义区,0.0,12,地址：北京市顺义区杨镇红寺村北
凤凰岭,1.2,北京·北京·海淀区,0.7,6,地址：北京市海淀区凤凰岭路19号
北京乔波冰雪世界,160,北京·北京·顺义区,0.7,32,地址：顺义区顺安路6号(潮白河畔）
朝阳公园勇敢者游乐园,1.3,北京·北京·朝阳公园,0.0,54,地址：北京市朝阳区北京朝阳区农展南路1号（朝阳公园）
中国铁道博物馆,20,北京·北京·朝阳区,0.0,22,地址：北京市朝阳区酒仙桥北路1号院北侧
北京后花园（白虎涧）风景区,25,北京·北京·昌平区,0.7,58,地址：北京市昌平区阳坊镇太行山与燕山交汇处（人文大学西侧）
大城小像•北京,55,北京·北京·前门大街,0.0,46,地址：北京市东城区前门大街步行街26号
大红门温泉康体娱乐,80,北京·北京·丰台区,0.0,42,地址：北京市丰台区永外高庄138号
爨柏景区,35,北京·北京·门头沟区,0.0,12,地址：北京门头沟区斋堂镇
东方威尼斯国际温泉酒店,152,北京·北京·丰台区,0.0,4,地址：北京市丰台区西三环南路23号
平谷桃花海,100,北京·北京·平谷区,0.0,37,地址：北京市平谷区峪口镇密三路北段
戒台寺,45,北京·北京·门头沟区,0.7,22,地址：北京市门头沟区永定镇戒台寺
丫髻山,50,北京·北京·平谷区,0.7,44,地址：北京市平谷区刘家店镇
梨树沟休闲小镇,168,北京·北京·平谷区,0.0,58,地址：北京市平谷区黄松峪乡梨树沟村8号
玉渡山冰瀑,100,北京·北京·玉渡山,0.0,93,地址：北京市延庆县城西北山中的玉渡山自然风景区
仙栖洞,7,北京·北京·房山区,0.7,22,地址：北京市房山区张坊镇东关上村
喇叭沟原始森林公园,38,北京·北京·怀柔区,0.7,20,地址：北京市怀柔区喇叭沟门满族乡孙栅子村西300号
张裕爱斐堡,78,北京·北京·密云县,0.0,12,地址：北京市密云区巨各庄镇东白岩（京承高速第十七出口左转300米即到）
保和殿,178,北京·北京·东城区,0.0,80,地址：北京市东城区景山前街4号故宫博物院内
北京欢乐谷金面王朝,79,北京·北京·北京欢乐谷,0.0,83,地址：北京市朝阳区东四环小武基北路北京欢乐谷
北京曲水兰亭水疗SPA,1098,北京·北京,0.0,20,地址：北京市朝阳区通惠河畔文化产业园1070号
金龙建国温泉酒店温泉区,138,北京·北京·东城区,0.0,44,地址：北京市东城区建国门南大街5号
雾灵西峰高山滑水,40,北京·北京·雾灵西峰,0.0,86,地址：北京市密云县新城子镇沙滩村雾灵西峰风景区
水裹·汤泉生活,279,北京·北京·朝阳区,0.0,14,地址：北京市朝阳区惠河南街1062号
北宫国家森林公园,10,北京·北京·丰台区,0.7,35,地址：北京市丰台区长辛店镇大灰厂东路55号
青龙湖公园,38,北京·北京·丰台区,0.7,72,地址：北京市丰台区王佐镇境内
北京奇葩减压馆--36项奇葩体验,68,北京·北京·东城区,0.0,81,地址：夜管家国瑞购物中心LG层(物美超市旁) 北京东城区崇文门外大街18号
青年湖公园,70,北京·北京·东城区,0.7,14,地址：北京市东城区安定门外路西
大钟寺,5,北京·北京·海淀区,0.0,34,地址：北京市海淀区北三环西路甲31号
南宫五洲植物乐园,78,北京·北京·丰台区,0.0,92,地址：北京市丰台区王佐镇南宫南路1号南宫旅游景区内
大兴世界月季主题园,48,北京·北京·大兴区,0.0,4,地址：北京市大兴区魏善庄镇魏北路与魏西路交叉口（世界月季主题园南门）
浣溪堂,19,北京·北京·房山区,0.0,90,地址：北京市房山区良乡西潞北大街10号
千灵山,44.7,北京·北京·丰台区,0.0,44,地址：北京市丰台区王佐镇西庄店村北
人间花海,50,北京·北京·密云县,0.0,28,地址：北京市密云区太师屯镇车道峪村
东方普罗旺斯薰衣草庄园,6,北京·北京·怀柔区,0.0,30,地址：怀柔区怀沙路
南宫温泉水世界,89,北京·北京·南宫旅游景区,0.0,148,地址：北京丰台区王佐镇福宫路39号
北京石门山风景区,9,北京·北京·怀柔区,0.0,22,地址：北京市怀柔区怀北镇椴树岭村峪道河1号
北京生态谷智慧农场,49,北京·北京·房山区,0.0,76,地址：北京市房山区琉璃河镇北章村村委会西900米
百里山水画廊—滴水壶,25,北京·北京·百里山水画廊,0.0,6,地址：北京市延庆区千家店镇下湾村
呀路古热带植物园,60,北京·北京·大兴区,0.0,60,地址：大兴区长子营镇104国道朱庄北口北行200米
灵山古道森林公园,30,北京·北京·门头沟区,0.0,96,地址：北京市门头沟区清水镇洪水口村1号
尚隐·泉都市生活馆,98,北京·北京·丰台区,0.0,6,地址：北京市丰台区小屯双林东路8号
中华世纪坛,98,北京·北京·海淀区,0.72,49,地址：北京市海淀区复兴路甲9号中华世纪坛•纪念广场（近军事博物馆之间）
京东大溶洞,75,北京·北京·平谷区,0.7,180,地址：北京市平谷区黑豆峪村东侧
通州博物馆,208,北京·北京·通州区,0.7,69,地址：北京市通州区西大街9号
圣莲山,55,北京·北京·房山区,0.7,26,地址：北京市房山区西北史家营乡柳林水村
密云云蒙山风景区,75.9,北京·北京·密云县,0.0,298,地址：北京市密云区石城镇石城村云蒙山风景区
小汤山温泉度假区,87.9,北京·北京·昌平区,0.7,91,地址：北京市昌平区小汤山镇安四路
百泉山,108,北京·北京·怀柔区,0.7,56,地址：北京市怀柔区怀北镇椴树岭北台子1号
Hi-Fun竞技主题乐园,168,北京·北京·海淀区,0.0,90,地址：北京市海淀区复兴路69号
幽谷神潭,38,北京·北京·怀柔区,0.7,16,地址：北京市怀柔区怀北镇椴树岭村北黄土梁1号
汉拿山汤泉国际酒店（亚运村店）,229,北京·北京·朝阳区,0.0,57,地址：北京市朝阳区亚运村小营路2号
云岫谷游猎,36,北京·北京·密云县,0.7,64,地址：北京市密云区新城子遥桥峪村
司马小烧酒坊,88,北京·北京·古北水镇,0.0,69,地址：北京市密云区古北口镇司马台村古北水镇景区内作坊街001号
百花山,1.7,北京·北京·门头沟区,0.7,6,地址：揭阳市榕城区惠来县城东
仙居谷,5,北京·北京·密云县,0.7,2,地址：密云区太师屯镇令公村松曹路
万寿寺,120,北京·北京·海淀区,0.7,52,地址：北京市海淀区万寿寺路121号
权品·健康城,109,北京·北京·海淀区,0.0,86,地址：北京市海淀区农大南路118号
乐翻了蹦床公园,398,北京·北京·朝阳区,0.0,94,地址：北京市朝阳区孙河乡顺黄路77号300食府附近
田妈妈蘑法森林,19.9,北京·北京·海淀区,0.0,8,地址：北京市海淀区前章村西路
周口店北京猿人遗址公园,118,北京·北京·房山区,0.7,2,地址：北京市房山区周口店大街1号中国房山世界地质公园周口店园区内
日光山谷露营地,65,北京·北京·密云县,0.0,46,地址：北京市密云区穆家峪镇阁老峪村黑大路1号
钟鼓楼,1.9,北京·北京·东城区,0.7,2,地址：北京市东城区钟楼湾胡同临9号
百里山水画廊—恐龙游乐园,20,北京·北京·百里山水画廊,0.0,71,地址：北京市延庆区千家店镇硅化木景区南侧100米
醇亲王府,6,北京·北京·西城区,0.7,52,地址：西城区后海北沿44号（后海北沿西段）
蟹岛绿色生态度假村,9,北京·北京·朝阳区,0.0,36,地址：蟹岛路1号
谷山村,39.9,北京·北京·妙峰山,0.0,40,地址：北京市门头沟区妙峰山镇担礼村
南宫露营运动乐园,20,北京·北京·丰台区,0.0,39,地址：北京市丰台区王佐镇南宫滨河路（原南宫体育公园）
德胜门箭楼,3,北京·北京·西城区,0.0,90,地址：德胜门桥(什刹海、西海)
报国寺,5,北京·北京·西城区,0.7,2,地址：北京市宣武区广安门内报国寺1号
雁栖岛,50,北京·北京·怀柔区,0.0,63,地址：北京市怀柔区雁栖湖西路9号
凤凰台,18.8,北京·北京·平谷区,0.7,70,地址：北京市平谷区山东镇鱼子村
北京药王谷风景区,40,北京·北京·房山区,0.0,51,地址：北京市房山区周口店镇泗马村
自然年轮昆虫馆生态园,7,北京·北京,0.0,60,地址：北京市房山区长阳镇稻田路5号
尚水泉汤泉汗蒸馆,59,北京·北京·顺义区,0.0,62,地址：北京市顺义区顺安路6号（乔波滑雪东侧）
北京玩票,29.9,北京·北京,0.0,31,地址：详见票内包含各景区地址
海悦汤泉,19.9,北京·北京·大兴区,0.0,61,地址：北京市大兴区黄徐路宇丰苑悦海汤泉
雅致汤泉,89,北京·北京·大兴区,0.0,76,地址：北京市大兴区龙河路与康庄路交叉口北
嘉安卡丁车俱乐部,68,北京·北京,0.0,69,地址：北京丰台区南四环中路138号
御都隆泉,49,北京·北京·大兴区,0.0,86,地址：北京市大兴区兴业大街61.63.65.67号1-2层
